날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),5일 등락률,day5_label
2018-05-30,2018,5,30,137500.0,-2500.0,-1.79,648596.0,88939526000.0,30288015862500.0,100069525.0,45.43,77,-9163637000.0,12339346500.0,9218126500.0,-12393836000.0,8.79729,89.0,0.0449438202247191,103.43,7400.1,140370.0,-0.91,2409.03,-48.22,-1.96,575922.0,8999466.0,1609052659.0,1.5,1076.1,167.96,991.39,1242.2,101.8,98.7,108.1,98.979,108.0,108.8,63.9,4.0,61.3,-1.08,maintain
2018-06-04,2018,6,4,143000.0,3000.0,2.14,903195.0,129007107568.0,31499536497000.0,99888542.0,45.35,32,23452146500.0,5273124500.0,1253579000.0,-29978850000.0,10.91865,89.0,0.2696629213483146,104.21,7504.3,141010.0,-2.91,2447.76,8.8,0.36,438929.0,7770705.0,1636442670.0,1.5,1076.0,167.76,982.51,1255.15,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,4.0,maintain
2018-06-05,2018,6,5,142500.0,-500.0,-0.35,374748.0,53232488000.0,31389398257500.0,99662763.0,45.24,30,-7812118500.0,3194714500.0,2407578000.0,2209826000.0,9.49897,74.0,0.0945945945945946,103.53,7631.5,145230.0,1.69,2453.76,6.0,0.25,501364.0,7344811.0,1640471133.0,1.5,1070.9,166.94,974.21,1252.42,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,2.52,maintain
2018-06-12,2018,6,12,140500.0,1000.0,0.72,486396.0,68314365500.0,30948845299500.0,99633542.0,45.23,35,7387722000.0,2861258500.0,7710418000.0,-17959398500.0,9.28783,43.0,0.3023255813953488,106.49,6558.2,178260.0,-4.76,2468.83,-1.32,-0.05,613166.0,9615204.0,1648939548.0,1.5,1073.5,167.6,974.18,1264.31,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,-1.4,maintain
2018-06-19,2018,6,19,131500.0,-3500.0,-2.59,781548.0,103566257130.0,28966356988500.0,98645230.0,44.78,69,-873409500.0,7145301000.0,15045249000.0,-21317140500.0,8.31243,58.0,-0.1206896551724138,96.78,6752.4,120540.0,0.49,2340.11,-36.13,-1.52,606305.0,7994621.0,1562923311.0,1.5,1104.4,171.19,999.23,1283.64,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,-2.59,maintain
2018-06-20,2018,6,20,129500.0,-2000.0,-1.52,595333.0,77342423593.0,28525804030500.0,98493880.0,44.71,150,-7833635000.0,4839604000.0,8683984000.0,-5689953000.0,9.39539,97.0,0.2268041237113402,95.59,6765.4,121480.0,0.19,2363.91,23.8,1.02,456004.0,6986902.0,1578520494.0,1.5,1105.5,171.2,1004.68,1281.22,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,-3.36,maintain
2018-06-25,2018,6,25,129000.0,-1000.0,-0.77,563769.0,72732035650.0,28415665791000.0,98341225.0,44.64,52,5849618000.0,3513920500.0,4005549000.0,-13369087500.0,8.71187,74.0,0.054054054054054,101.57,6256.6,210690.0,1.66,2357.88,0.66,0.03,415080.0,5683867.0,1574954888.0,1.5,1108.9,170.43,1009.24,1293.98,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,-0.39,maintain
2018-06-26,2018,6,26,129500.0,500.0,0.39,703936.0,91257258666.0,28525804030500.0,98218593.0,44.59,47,5335367000.0,2770296500.0,1202469000.0,-9308132500.0,8.45022,63.0,0.0476190476190476,102.45,6082.1,176660.0,-2.79,2350.92,-6.96,-0.3,470915.0,6536279.0,1570771913.0,1.5,1116.1,170.66,1017.74,1306.34,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,1.97,maintain
2018-06-27,2018,6,27,127500.0,-2000.0,-1.54,935679.0,120132666000.0,28085251072500.0,98109291.0,44.54,73,-13154361500.0,3819110500.0,6547153500.0,2788097500.0,8.06937,60.0,0.2,101.57,6154.9,133420.0,1.2,2342.03,-8.89,-0.38,526625.0,7007326.0,1565467895.0,1.5,1115.2,170.1,1013.22,1299.38,100.2,98.2,107.7,98.779,106.0,106.3,63.8,3.7,61.4,-1.92,maintain
2018-07-02,2018,7,2,123500.0,-2000.0,-1.59,428578.0,53016589000.0,27204145156500.0,97971387.0,44.48,116,-9917426000.0,84705500.0,2741427000.0,7091293500.0,9.53218,135.0,0.0074074074074074,98.27,6619.5,179920.0,3.97,2271.54,-54.59,-2.35,393266.0,5990018.0,1518812068.0,1.5,1117.2,168.42,1009.26,1304.89,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,-3.14,maintain
2018-07-03,2018,7,3,122000.0,-1500.0,-1.21,556533.0,67701727500.0,26873730438000.0,98071182.0,44.52,169,-18642988500.0,2488540500.0,3395520500.0,12758927500.0,9.40447,85.0,0.0,96.29,6513.5,150190.0,-1.6,2272.76,1.22,0.05,366028.0,6002086.0,1519169825.0,1.5,1117.4,168.19,1008.26,1300.82,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,-2.4,maintain
2018-07-04,2018,7,4,119500.0,-2500.0,-2.05,510210.0,61096958500.0,26323039240500.0,98170215.0,44.57,176,-11814053000.0,3511082000.0,6841814000.0,1461157000.0,9.09783,94.0,0.0531914893617021,96.37,6598.4,143040.0,1.3,2265.46,-7.3,-0.32,315103.0,4880995.0,1514392988.0,1.5,1121.1,167.03,1014.34,1307.03,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,-4.78,maintain
2018-07-09,2018,7,9,124500.0,1000.0,0.81,303024.0,37698783204.0,27424421635500.0,98107640.0,44.54,18,4561253000.0,-2707500.0,-1286759000.0,-3271786500.0,9.11202,68.0,0.2647058823529412,93.44,6667.1,289480.0,-0.71,2285.8,12.93,0.57,352639.0,5796356.0,1527555840.0,1.5,1117.8,167.67,1012.22,1313.08,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,4.18,maintain
2018-07-10,2018,7,10,123500.0,-1000.0,-0.8,328075.0,40617474500.0,27204145156500.0,98064388.0,44.52,36,-1613858500.0,-12153500.0,3770841000.0,-2144829000.0,9.24086,107.0,0.2710280373831775,94.85,6307.2,315270.0,-5.4,2294.16,8.36,0.37,339919.0,5038809.0,1533821001.0,1.5,1112.3,167.49,1003.2,1306.95,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,1.65,maintain
2018-07-11,2018,7,11,121500.0,-2000.0,-1.62,384762.0,46701557000.0,26763592198500.0,98048139.0,44.51,62,-10958193000.0,-232850000.0,4701729000.0,6489314000.0,8.57892,80.0,-0.0375,95.41,6389.1,243820.0,1.3,2280.62,-13.54,-0.59,422989.0,5700945.0,1524675252.0,1.5,1113.8,168.46,1004.28,1307.16,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,-1.62,maintain
2018-07-16,2018,7,16,126000.0,3500.0,2.86,494043.0,62312267000.0,27754836354000.0,98099897.0,44.53,38,17453530000.0,-43100000.0,-6276652000.0,-11133778000.0,9.08166,57.0,-0.0526315789473684,85.66,6729.9,312120.0,5.77,2301.99,-8.91,-0.39,297122.0,4968950.0,1538124414.0,1.5,1123.4,168.16,999.07,1312.13,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,3.7,maintain
2018-07-17,2018,7,17,126500.0,500.0,0.4,436989.0,55567310928.0,27864974593500.0,98012145.0,44.5,48,11827587000.0,-127333000.0,788203500.0,-12488457500.0,8.71471,59.0,-0.1186440677966101,84.29,7322.0,337750.0,8.8,2297.92,-4.07,-0.18,379034.0,4897899.0,1535441962.0,1.5,1128.7,168.26,1004.63,1321.59,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,2.85,maintain
2018-07-18,2018,7,18,124000.0,-2500.0,-1.98,325090.0,40706543750.0,27314283396000.0,97850815.0,44.42,60,-2777890000.0,-2528500.0,9549269500.0,-6768851000.0,10.14801,77.0,0.0519480519480519,82.97,7383.6,333320.0,0.84,2290.11,-7.81,-0.34,402772.0,5032249.0,1531112600.0,1.5,1125.2,168.06,995.84,1311.31,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,1.22,maintain
2018-07-23,2018,7,23,129500.0,2500.0,1.97,660426.0,85642659500.0,28525804030500.0,97821629.0,44.41,34,19781401500.0,-1058663500.0,-11249548500.0,-7473189500.0,9.84577,72.0,-0.0694444444444444,90.72,7723.0,272150.0,4.19,2269.31,-19.88,-0.87,334291.0,5549482.0,1517777198.0,1.5,1134.8,166.71,1019.91,1332.48,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,4.44,maintain
2018-07-24,2018,7,24,129500.0,0.0,0.0,479217.0,61374138000.0,28525804030500.0,97764275.0,44.38,50,-2429911000.0,59617500.0,-902976000.0,3273269500.0,9.14267,89.0,0.0449438202247191,89.2,8407.0,345320.0,8.86,2280.2,10.89,0.48,436133.0,5831914.0,1525094802.0,1.5,1128.5,166.58,1012.79,1319.22,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,4.44,maintain
2018-07-25,2018,7,25,130500.0,1000.0,0.77,305338.0,39689762000.0,28746080509500.0,97790266.0,44.39,15,9495594000.0,74799000.0,-10436997000.0,866604000.0,9.36502,89.0,0.0449438202247191,91.44,8173.7,269230.0,-2.78,2273.03,-7.17,-0.31,309320.0,6142620.0,1520152854.0,1.5,1135.2,166.1,1020.63,1326.48,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,2.76,maintain
2018-07-30,2018,7,30,130500.0,1000.0,0.77,179748.0,23452947000.0,28746080509500.0,97760821.0,44.38,20,1635807500.0,-261241500.0,-3903283500.0,2528717500.0,8.83603,69.0,-0.1014492753623188,99.0,8177.1,242210.0,-0.47,2293.51,-1.48,-0.06,206498.0,4552318.0,1534963942.0,1.5,1120.0,164.48,1009.46,1305.92,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,0.0,maintain
2018-07-31,2018,7,31,129500.0,-1000.0,-0.77,306556.0,39638220500.0,28525804030500.0,97798915.0,44.4,38,-8435467000.0,37062000.0,4269132000.0,4129273000.0,8.43532,43.0,-0.1860465116279069,101.99,7729.4,266940.0,-5.48,2295.26,1.75,0.08,223927.0,4878429.0,1536034531.0,1.5,1116.7,163.32,1005.95,1307.43,95.4,97.7,107.9,98.59,101.0,101.8,63.6,3.7,61.3,-0.38,maintain
2018-08-01,2018,8,1,128500.0,-1000.0,-0.77,244440.0,31487301000.0,28305527551500.0,97832762.0,44.41,57,-7887084500.0,-25039000.0,5744626000.0,2167497500.0,9.06605,47.0,0.0425531914893617,98.68,7606.4,237690.0,-1.59,2307.07,11.81,0.51,219035.0,4832859.0,1544459955.0,1.5,1117.9,163.66,1000.22,1306.71,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-0.77,maintain
2018-08-06,2018,8,6,124500.0,500.0,0.4,317150.0,39531240293.0,26601689281500.0,97975060.0,45.85,35,-6053151000.0,-79649500.0,1172726000.0,4960074500.0,10.16347,56.0,0.0178571428571428,93.59,6943.6,168870.0,-1.19,2286.5,-1.18,-0.05,244549.0,4607351.0,1529611887.0,1.5,1128.1,163.88,1014.16,1304.76,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-3.11,maintain
2018-08-07,2018,8,7,125000.0,500.0,0.4,285278.0,35595922617.0,26708523375000.0,98002905.0,45.87,28,-925759000.0,-1250000.0,-1356993000.0,2284002000.0,12.33165,48.0,0.125,94.01,6724.9,232480.0,-3.15,2300.16,13.66,0.6,230340.0,4748559.0,1538743025.0,1.5,1123.5,164.22,1009.07,1298.65,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-0.4,maintain
2018-08-08,2018,8,8,127500.0,2500.0,2.0,816582.0,104410296500.0,27242693842500.0,98021352.0,45.88,43,4080971000.0,-2280184000.0,-7442632500.0,5641845500.0,10.79264,55.0,0.3636363636363636,95.53,6283.6,311540.0,-6.56,2301.45,1.29,0.06,299691.0,5518134.0,1540110624.0,1.5,1125.7,163.97,1010.82,1305.7,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,2.82,maintain
2018-08-13,2018,8,13,123500.0,-2500.0,-1.98,319273.0,39606410000.0,26388021094500.0,97986024.0,45.86,33,114633000.0,-652500.0,690572500.0,-804553000.0,9.69734,85.0,0.0470588235294117,100.78,6255.3,234090.0,-0.91,2248.45,-34.34,-1.5,335381.0,5950056.0,1503939154.0,1.5,1126.3,164.36,1018.22,1284.26,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-3.14,maintain
2018-08-14,2018,8,14,123000.0,-500.0,-0.4,291859.0,35999356500.0,26281187001000.0,97984311.0,45.86,30,-1927748000.0,-54368000.0,5746559500.0,-3764443500.0,9.07328,69.0,0.144927536231884,98.5,6190.2,3660000.0,-1.04,2258.91,10.46,0.47,255216.0,4872039.0,1510814983.0,1.5,1133.7,164.78,1024.3,1293.04,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-2.38,maintain
2018-08-21,2018,8,21,125500.0,-2000.0,-1.57,339831.0,42590672000.0,26815357468500.0,98106948.0,45.92,37,-7870016500.0,4619500.0,5282249000.0,2583148000.0,9.29691,63.0,0.2698412698412698,90.17,6482.2,1460000.0,3.41,2270.06,22.18,0.99,294337.0,5182954.0,1518199753.0,1.5,1121.7,163.88,1020.14,1289.06,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-0.79,maintain
2018-08-22,2018,8,22,126000.0,500.0,0.4,329800.0,41355840000.0,26922191562000.0,98122144.0,45.92,33,-9073730000.0,-169419500.0,3916346500.0,5326803000.0,8.62929,69.0,0.4927536231884058,89.0,6359.6,3630000.0,-1.89,2273.33,3.27,0.14,269271.0,5425019.0,1521284194.0,1.5,1118.2,163.64,1015.58,1294.32,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-0.4,maintain
2018-08-27,2018,8,27,124000.0,-500.0,-0.4,226756.0,28089208000.0,26494855188000.0,98295721.0,46.0,49,-9005718000.0,-96800500.0,5700325000.0,3402193500.0,8.76125,81.0,0.2839506172839506,96.29,6897.6,3260000.0,2.75,2299.3,6.09,0.27,307045.0,5766323.0,1538348010.0,1.5,1121.8,163.17,1008.22,1304.88,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-1.59,maintain
2018-08-28,2018,8,28,125000.0,1000.0,0.81,402853.0,50351145699.0,26708523375000.0,98246140.0,45.98,58,-4568025000.0,-17417500.0,5907746000.0,-1322303500.0,8.58331,51.0,0.3333333333333333,99.14,7074.6,3790000.0,2.57,2303.12,3.82,0.17,276889.0,5503107.0,1540990368.0,1.5,1114.3,163.76,1002.47,1301.56,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,0.4,maintain
2018-08-29,2018,8,29,124000.0,-1000.0,-0.8,309579.0,38389468300.0,26494855188000.0,98222630.0,45.97,59,-6624437000.0,-80968500.0,6268338000.0,437067500.0,7.69277,49.0,0.2448979591836734,100.7,7029.1,4110000.0,-0.64,2309.03,5.91,0.26,268215.0,4807773.0,1545071113.0,1.5,1110.0,163.13,998.47,1298.09,96.5,97.2,108.4,99.462,99.0,99.9,63.4,4.0,60.9,-0.4,maintain
2018-09-03,2018,9,3,125000.0,0.0,0.0,264041.0,32944553500.0,26708523375000.0,98398977.0,46.05,29,-2473184500.0,-16611500.0,-1983953000.0,4473749000.0,18.73033,81.0,0.2098765432098765,105.83,7264.2,3870000.0,-0.41,2307.03,-15.85,-0.68,230513.0,4096555.0,1543779721.0,1.5,1113.3,162.58,1001.75,1291.09,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,0.81,maintain
2018-09-04,2018,9,4,126500.0,1500.0,1.2,297393.0,37489997000.0,27029025655500.0,98433923.0,46.07,24,2401409000.0,6250000.0,-8063096000.0,5655437000.0,10.0159,66.0,0.2121212121212121,106.47,7377.5,3920000.0,1.56,2315.72,8.69,0.38,277014.0,4551221.0,1549614964.0,1.5,1113.5,162.73,1002.39,1293.5,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,2.43,maintain
2018-09-05,2018,9,5,129000.0,2500.0,1.98,871735.0,112827357000.0,27563196123000.0,98488502.0,46.09,60,20343060500.0,-889190500.0,-26525470500.0,7071600500.0,9.45342,88.0,-0.0568181818181818,105.15,6706.8,4550000.0,-9.09,2291.77,-23.95,-1.03,358187.0,5390489.0,1533312914.0,1.5,1114.2,163.1,999.46,1290.63,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,3.2,maintain
2018-09-10,2018,9,10,131000.0,-2000.0,-1.5,320236.0,42077506000.0,27990532497000.0,98585546.0,46.14,37,-7131097500.0,132507500.0,1402235500.0,5596354500.0,10.24109,84.0,0.2261904761904762,102.76,6321.0,3110000.0,1.32,2288.66,7.08,0.31,312613.0,5599499.0,1529962355.0,1.5,1123.1,164.12,1012.03,1297.85,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,1.55,maintain
2018-09-11,2018,9,11,128000.0,-3000.0,-2.29,514468.0,66186920500.0,27349527936000.0,98691144.0,46.19,43,-4591465000.0,-47762000.0,5893075500.0,-1253848500.0,9.27463,109.0,0.1834862385321101,101.21,6293.9,3300000.0,-0.43,2283.2,-5.46,-0.24,368211.0,6188337.0,1525866108.0,1.5,1128.1,164.15,1014.98,1307.41,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,-4.48,maintain
2018-09-12,2018,9,12,129500.0,1500.0,1.17,340635.0,44125935500.0,27670030216500.0,98707172.0,46.2,26,5539633000.0,-14081500.0,-878195000.0,-4647356500.0,8.71017,92.0,0.217391304347826,101.87,6338.0,3040000.0,0.7,2282.92,-0.28,-0.01,336830.0,6445490.0,1525237665.0,1.5,1126.8,164.1,1009.54,1307.43,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,-2.63,maintain
2018-09-17,2018,9,17,128500.0,-1000.0,-0.77,305158.0,39286434000.0,27456362029500.0,98626189.0,46.16,18,-5277204500.0,0.0,1293764000.0,3983440500.0,9.50181,70.0,-0.0142857142857142,99.62,6251.9,3260000.0,-3.82,2303.01,-15.24,-0.66,343167.0,5079754.0,1538974310.0,1.5,1119.2,163.46,999.42,1301.07,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,-0.77,maintain
2018-09-18,2018,9,18,128000.0,-500.0,-0.39,368661.0,47386935699.0,27349527936000.0,98650948.0,46.17,18,-2880206000.0,91483500.0,5050188500.0,-2261466000.0,8.5223,50.0,0.16,101.25,6342.0,2820000.0,1.44,2308.98,5.97,0.26,309235.0,5794170.0,1544113849.0,1.5,1126.2,163.88,1008.15,1314.61,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,-0.39,maintain
2018-09-19,2018,9,19,126500.0,-1500.0,-1.17,420484.0,53275276000.0,27029025655500.0,98628261.0,46.16,21,-2686356500.0,73993500.0,7212612000.0,-4600249000.0,8.27214,69.0,0.072463768115942,102.52,6390.4,3540000.0,0.76,2308.46,-0.52,-0.02,350949.0,6382677.0,1544270949.0,1.5,1126.3,163.83,1002.49,1315.18,99.0,96.6,106.3,100.221,102.0,100.7,63.5,3.6,61.2,-2.32,maintain
2018-10-02,2018,10,2,128500.0,-500.0,-0.39,215297.0,27691931250.0,27456362029500.0,98708987.0,46.2,21,-3046086000.0,-1545369000.0,-1756817000.0,6348272000.0,8.77076,66.0,0.0,94.77,6549.9,9340000.0,-0.88,2309.57,-29.31,-1.25,287868.0,6394764.0,1545687250.0,1.5,1110.9,161.36,974.43,1286.03,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-1.53,maintain
2018-10-10,2018,10,10,120000.0,-2000.0,-1.64,536984.0,64795088324.0,25640182440000.0,98743062.0,46.21,69,-3448745000.0,313300000.0,5842649500.0,-2707204500.0,8.34734,97.0,-0.0103092783505154,89.82,6618.0,101930.0,-0.49,2228.61,-25.22,-1.12,365684.0,8836408.0,1491298711.0,1.5,1131.7,163.92,1001.24,1300.95,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-3.61,maintain
2018-10-15,2018,10,15,113500.0,-2000.0,-1.73,697689.0,79014444000.0,24251339224500.0,98650417.0,46.17,113,-33100601000.0,-266554500.0,10514396500.0,22852759000.0,8.80694,115.0,-0.0434782608695652,82.64,6699.8,443330.0,5.9,2145.12,-16.73,-0.77,259176.0,4708940.0,1436393187.0,1.5,1133.3,164.43,1010.21,1309.13,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-5.42,sell
2018-10-16,2018,10,16,116500.0,3000.0,2.64,503295.0,58492904000.0,24892343785500.0,98845426.0,46.26,34,-1920834500.0,-308932000.0,-7040132500.0,9269899000.0,8.43787,99.0,0.1919191919191919,82.84,6705.3,155850.0,0.08,2145.12,0.0,0.0,222512.0,3936708.0,1436739590.0,1.5,1133.4,163.9,1013.82,1312.87,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,0.43,maintain
2018-10-17,2018,10,17,118500.0,2000.0,1.72,385112.0,45603104500.0,25319680159500.0,99030667.0,46.35,32,8770172500.0,104500000.0,-6221344500.0,-2653328000.0,8.08285,102.0,0.4019607843137255,83.99,6686.6,136710.0,-0.28,2167.51,22.39,1.04,275160.0,5284969.0,1451605026.0,1.5,1128.1,162.99,1004.59,1305.89,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,2.6,maintain
2018-10-22,2018,10,22,118000.0,2500.0,2.16,378176.0,43780083000.0,25212846066000.0,99202674.0,46.43,33,-11234707000.0,34899500.0,987271000.0,10212536500.0,9.83612,126.0,0.1111111111111111,91.92,6555.8,101570.0,-0.41,2161.71,5.45,0.25,308740.0,3910411.0,1447338908.0,1.5,1134.3,163.41,1008.67,1305.86,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-0.42,maintain
2018-10-23,2018,10,23,116500.0,-1500.0,-1.27,575347.0,66510769500.0,24892343785500.0,99266522.0,46.46,54,-5285541500.0,-21304500.0,90095000.0,5216751000.0,9.46733,100.0,-0.07,91.61,6528.7,108860.0,-0.41,2106.1,-55.61,-2.57,373468.0,6995702.0,1410671810.0,1.5,1130.9,163.22,1002.35,1296.63,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,0.43,maintain
2018-10-24,2018,10,24,117000.0,500.0,0.43,776694.0,91104151325.0,24999177879000.0,99268088.0,46.46,28,18579179500.0,965313000.0,-8892274500.0,-10652218000.0,9.50564,97.0,-0.0721649484536082,92.75,6530.7,98740.0,0.03,2097.58,-8.52,-0.4,399734.0,6490107.0,1404498959.0,1.5,1135.8,163.51,1010.32,1302.93,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,1.3,maintain
2018-10-29,2018,10,29,106000.0,-2000.0,-1.85,876545.0,92563469129.0,22648827822000.0,98837691.0,46.26,189,1151625500.0,-104932500.0,749266000.0,-1795959000.0,11.9,130.0,-0.1153846153846153,86.9,6335.0,160520.0,-2.33,1996.05,-31.1,-1.53,427305.0,6359734.0,1337548193.0,1.5,1140.6,163.81,1019.21,1300.57,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-9.4,sell
2018-10-30,2018,10,30,107500.0,1500.0,1.42,429587.0,46465166500.0,22969330102500.0,98872758.0,46.27,94,8143428000.0,-52814000.0,-6836259000.0,-1254355000.0,10.63031,104.0,0.1153846153846153,85.38,6325.7,128210.0,-0.15,2014.69,18.64,0.93,441585.0,7022060.0,1350728242.0,1.5,1138.6,163.55,1013.26,1295.1,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-2.27,maintain
2018-10-31,2018,10,31,106500.0,-1000.0,-0.93,752213.0,79039146750.0,22755661915500.0,99045565.0,46.35,182,-17545760000.0,-13531000.0,5659792000.0,11899499000.0,9.73182,94.0,-0.0851063829787234,84.02,6365.9,129060.0,0.64,2029.69,15.0,0.74,373028.0,6347336.0,1361478010.0,1.5,1140.6,163.59,1008.89,1294.01,95.0,96.1,108.3,100.041,100.0,99.9,63.4,3.5,61.2,-1.39,maintain
2018-11-05,2018,11,5,104000.0,-6000.0,-5.45,921610.0,96378174402.0,22221491448000.0,99210278.0,46.43,445,-24213322000.0,31227000.0,31405171500.0,-7223076500.0,10.27912,75.0,-0.1866666666666666,93.51,6459.7,128510.0,-0.29,2076.92,-19.08,-0.91,361302.0,4917286.0,1392607296.0,1.5,1125.5,162.78,994.57,1282.79,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-2.35,maintain
2018-11-06,2018,11,6,107500.0,3500.0,3.37,775343.0,82931245500.0,22969330102500.0,99134003.0,46.4,146,-2824561000.0,594424000.0,-18216429000.0,20446566000.0,9.75921,97.0,0.0721649484536082,96.21,6502.8,154870.0,0.67,2089.62,12.7,0.61,315816.0,5143563.0,1400793160.0,1.5,1122.7,162.64,991.57,1280.78,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-0.92,maintain
2018-11-07,2018,11,7,107500.0,0.0,0.0,619311.0,66087321000.0,22969330102500.0,99290253.0,46.47,84,5156895000.0,45241000.0,-1327377000.0,-3874759000.0,9.09712,101.0,0.1386138613861386,96.34,6565.3,170760.0,0.96,2078.69,-10.93,-0.52,485225.0,6452004.0,1394112654.0,1.5,1122.5,162.32,989.38,1282.06,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-2.27,maintain
2018-11-12,2018,11,12,102000.0,-3000.0,-2.86,792697.0,80935370500.0,21794155074000.0,99148560.0,46.4,330,-12800098500.0,1169796500.0,20290273500.0,-8659971500.0,9.44704,102.0,0.0196078431372549,93.63,6435.0,130160.0,-0.17,2080.44,-5.65,-0.27,295529.0,5542962.0,1396015015.0,1.5,1125.7,162.15,988.54,1274.69,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-5.12,sell
2018-11-13,2018,11,13,102500.0,500.0,0.49,397209.0,40162015800.0,21900989167500.0,99060892.0,46.36,216,2126408200.0,-504874500.0,-3369552100.0,1748018400.0,9.76815,127.0,-0.0393700787401574,93.0,6429.2,137600.0,-0.09,2071.23,-9.21,-0.44,383421.0,5865351.0,1389821571.0,1.5,1132.0,162.79,994.68,1270.61,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-2.84,maintain
2018-11-14,2018,11,14,101500.0,-1000.0,-0.98,637102.0,65008728000.0,21687320980500.0,98999257.0,46.33,230,-2577588500.0,25559000.0,5953720500.0,-3401691000.0,9.80249,92.0,0.0217391304347826,93.08,5842.4,438210.0,-9.13,2068.05,-3.18,-0.15,339046.0,5561969.0,1387531773.0,1.5,1135.7,163.16,998.15,1284.59,94.0,95.6,106.1,99.33,96.0,96.5,63.4,3.2,61.4,-3.33,maintain
