날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),5일 등락률,day5_label
2020-08-31,2020,8,31,176500.0,4500.0,2.62,5275614.0,940955196500.0,37712435005500.0,68783903.0,32.19,777,54150285500.0,8698908500.0,37699710500.0,-100548904500.0,23.60902,96.0,0.1354166666666666,93.73,11644.2,496140.0,-0.49,2326.17,-27.63,-1.17,1647818.0,19494384.0,1581099787.0,0.5,1185.1,172.31,1123.0,1411.22,82.9,77.7,105.7,100.19,88.2,89.7,62.4,3.1,60.4,5.37,buy
2020-09-01,2020,9,1,180000.0,3500.0,1.98,2704194.0,482876093500.0,38460273660000.0,68215228.0,31.93,567,-6527686500.0,1143552500.0,-10829714000.0,16213848000.0,22.00672,90.0,0.1333333333333333,93.54,11914.9,580690.0,2.32,2349.55,23.38,1.01,1085245.0,16664315.0,1596297723.0,0.5,1183.3,172.74,1117.32,1412.56,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,10.09,buy
2020-09-02,2020,9,2,176000.0,-4000.0,-2.22,2825239.0,496552612740.0,37605600912000.0,68305689.0,31.97,670,-33639918000.0,-2406009500.0,86650175000.0,-50604247500.0,21.55095,85.0,0.1411764705882353,94.16,11413.3,20260000.0,-4.21,2364.37,14.82,0.63,1429273.0,15793103.0,1605940739.0,0.5,1184.6,173.48,1118.39,1411.87,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,2.33,maintain
2020-09-07,2020,9,7,170000.0,-2500.0,-1.45,1516649.0,258150196500.0,36323591790000.0,67987236.0,31.82,401,-26136073000.0,223862000.0,31235523500.0,-5323312500.0,20.08601,79.0,-0.0253164556962025,100.3,10376.9,12400000.0,0.78,2384.22,15.97,0.67,1197385.0,17183376.0,1620531148.0,0.5,1190.2,173.9,1119.92,1409.61,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-3.41,maintain
2020-09-08,2020,9,8,168000.0,-2000.0,-1.18,1933504.0,327665925500.0,35896255416000.0,67954359.0,31.8,589,-43149533000.0,10565148000.0,63738771000.0,-31154386000.0,19.54794,84.0,0.4404761904761904,101.07,10126.6,113900.0,-2.41,2401.91,17.69,0.74,979357.0,17297864.0,1633223140.0,0.5,1187.2,173.77,1116.79,1403.09,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-4.82,maintain
2020-09-09,2020,9,9,167500.0,-500.0,-0.3,1685225.0,284169323000.0,35789421322500.0,67769647.0,31.72,658,-33137100000.0,-3131730500.0,39269880000.0,-3001049500.0,20.39095,63.0,0.2063492063492063,101.19,10224.6,71370.0,0.97,2375.81,-26.1,-1.09,946247.0,15502531.0,1615470589.0,0.5,1187.9,173.8,1120.5,1397.15,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-2.9,maintain
2020-09-14,2020,9,14,180000.0,8500.0,4.96,3145262.0,560494417500.0,38460273660000.0,67853117.0,31.76,733,58255036000.0,11300368500.0,-79605996000.0,10050591500.0,22.77296,89.0,0.2696629213483146,97.29,10675.3,96640.0,3.38,2427.91,31.22,1.3,963083.0,12021767.0,1652166907.0,0.5,1188.3,173.81,1119.77,1407.6,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,7.46,buy
2020-09-15,2020,9,15,179000.0,-1000.0,-0.56,2644009.0,479451731000.0,38246605473000.0,67922033.0,31.79,561,9960297500.0,-3807663000.0,22608803000.0,-28761437500.0,31.80141,82.0,0.3048780487804878,97.93,10785.3,91700.0,1.03,2443.58,15.67,0.65,849969.0,11840594.0,1662644697.0,0.5,1184.2,173.45,1119.97,1405.23,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,5.92,buy
2020-09-16,2020,9,16,183500.0,4500.0,2.51,3401835.0,620186023000.0,39208112314500.0,67711828.0,31.69,880,39470504500.0,1579915500.0,-84840276500.0,43789856500.0,30.86277,97.0,0.268041237113402,97.39,10949.5,94940.0,1.52,2435.92,-7.66,-0.31,772938.0,11855357.0,1657263235.0,0.5,1180.5,173.9,1120.07,1398.72,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,7.0,buy
2020-09-21,2020,9,21,185000.0,4000.0,2.21,3133848.0,582682896500.0,39528614595000.0,67640668.0,31.66,568,11795956000.0,1249841500.0,-18802288500.0,5756491000.0,23.43434,118.0,0.135593220338983,103.06,10416.8,109850.0,-4.62,2389.39,-23.01,-0.95,1041993.0,14215076.0,1625769303.0,0.5,1163.6,172.24,1113.44,1378.46,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,0.82,maintain
2020-09-22,2020,9,22,179500.0,-5500.0,-2.97,3042046.0,548354984000.0,38353439566500.0,67672079.0,31.67,566,-58786368500.0,899081000.0,104854255000.0,-46966967500.0,23.28039,92.0,-0.1413043478260869,102.59,10531.5,63520.0,1.1,2332.59,-56.8,-2.38,1051028.0,17896726.0,1587733596.0,0.5,1160.6,171.85,1108.34,1365.5,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-2.45,maintain
2020-09-23,2020,9,23,179500.0,0.0,0.0,3481682.0,614907269500.0,38353439566500.0,67406975.0,31.55,763,-25690146500.0,1488934500.0,40643274000.0,-16442062000.0,22.82532,103.0,0.1844660194174757,101.92,10237.3,74950.0,-2.79,2333.24,0.65,0.03,735042.0,13562935.0,1587924103.0,0.5,1163.9,171.4,1108.79,1362.64,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-0.83,maintain
2020-09-28,2020,9,28,175500.0,5500.0,3.24,1374871.0,239886558000.0,37498766818500.0,67076289.0,31.39,398,4729039500.0,613081500.0,-39178669500.0,33836548500.0,21.24162,91.0,0.2637362637362637,98.27,10693.2,72290.0,-0.77,2308.08,29.29,1.29,605977.0,8971172.0,1571128314.0,0.5,1170.5,171.57,1108.59,1361.58,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,-2.23,maintain
2020-09-29,2020,9,29,178500.0,3000.0,1.71,1475249.0,263523904000.0,38139771379500.0,67290689.0,31.49,338,2806241500.0,-1452911500.0,-19252698500.0,17899368500.0,17.62936,68.0,0.2205882352941176,99.47,10840.9,59640.0,1.38,2327.89,19.81,0.86,646218.0,9487147.0,1584465079.0,0.5,1173.5,171.9,1112.06,1369.42,77.1,80.5,111.0,100.74,79.4,81.4,62.5,3.6,60.3,4.08,maintain
2020-10-12,2020,10,12,180000.0,-500.0,-0.28,1655359.0,296867227500.0,38460273660000.0,66929203.0,31.32,309,-28273805000.0,-2032218000.0,35127235000.0,-4821212000.0,19.3761,119.0,0.2521008403361344,101.16,11533.9,84020.0,1.43,2403.73,11.77,0.49,843574.0,10693283.0,1636302269.0,0.5,1156.2,171.73,1094.63,1366.45,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,-1.64,maintain
2020-10-13,2020,10,13,179000.0,-1000.0,-0.56,1728432.0,307804795000.0,38246605473000.0,66903245.0,31.31,335,-65862712000.0,-1995771500.0,48231117000.0,19627366500.0,19.22314,179.0,0.1117318435754189,101.73,11423.8,64670.0,-0.95,2403.15,-0.58,-0.02,724920.0,10203178.0,1636705770.0,0.5,1148.3,170.93,1090.04,1356.54,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,-0.83,maintain
2020-10-19,2020,10,19,168000.0,-4000.0,-2.33,2230634.0,375690481500.0,35896255416000.0,66721503.0,31.23,1147,-61185695500.0,-1921711000.0,87178419000.0,-24071012500.0,21.64248,130.0,0.1,97.38,11753.4,73040.0,2.14,2346.74,5.21,0.22,931645.0,10490730.0,1607299316.0,0.5,1145.6,170.61,1086.7,1341.9,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,-5.62,sell
2020-10-20,2020,10,20,167500.0,-500.0,-0.3,5697398.0,924496647000.0,35789421322500.0,66580167.0,31.16,1343,40366935000.0,-10777920000.0,6548538500.0,-36137553500.0,25.26978,96.0,0.2916666666666667,97.93,11913.5,94590.0,1.36,2358.41,11.67,0.5,874293.0,11833548.0,1616230745.0,0.5,1142.2,170.65,1083.01,1344.2,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,-4.83,maintain
2020-10-21,2020,10,21,165500.0,-2000.0,-1.19,1760669.0,291532765500.0,35362084948500.0,66346397.0,31.05,567,-18364896500.0,-449340000.0,28699655500.0,-9885419000.0,19.10721,92.0,0.2826086956521739,100.15,12808.7,197720.0,7.51,2370.86,12.45,0.53,812837.0,9864098.0,1624489277.0,0.5,1139.7,170.62,1080.03,1348.32,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,-3.78,maintain
2020-10-26,2020,10,26,171500.0,4500.0,2.69,3018359.0,512891848000.0,36644094070500.0,66406793.0,31.08,491,75140212000.0,-4422708000.0,-73708720000.0,2991216000.0,21.81147,121.0,0.256198347107438,110.37,13061.6,89470.0,0.23,2343.91,-16.9,-0.72,822268.0,11654274.0,1607185398.0,0.5,1134.6,169.96,1083.51,1343.99,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,3.63,maintain
2020-10-27,2020,10,27,172500.0,1000.0,0.58,3317704.0,579159503000.0,36857762257500.0,66422904.0,31.09,379,-8261553000.0,8027270000.0,-30779473500.0,31013756500.0,19.56369,104.0,0.2692307692307692,111.27,13657.8,128640.0,4.56,2330.84,-13.07,-0.56,666942.0,11269186.0,1598388910.0,0.5,1129.1,169.09,1076.72,1333.47,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,6.15,buy
2020-10-28,2020,10,28,173500.0,1000.0,0.58,1419988.0,243956691500.0,37071430444500.0,66626206.0,31.18,227,-395040500.0,5131120500.0,-362192000.0,-4373888000.0,17.02076,94.0,0.1595744680851064,111.23,13278.9,144180.0,-2.77,2345.26,14.42,0.62,705770.0,8941028.0,1607471156.0,0.5,1127.6,168.44,1078.99,1328.26,88.4,83.7,110.1,100.18,91.6,92.9,62.7,3.7,60.4,3.89,maintain
2020-11-02,2020,11,2,170500.0,6000.0,3.65,1052301.0,177093717500.0,36430425883500.0,66284223.0,31.02,200,16431969000.0,-974599500.0,-33384360000.0,17926990500.0,19.63833,117.0,0.2393162393162393,111.59,13561.4,97760.0,-1.44,2300.16,33.01,1.46,678501.0,8514452.0,1575793150.0,0.5,1130.4,168.7,1080.07,1316.07,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,-1.73,maintain
2020-11-03,2020,11,3,170500.0,0.0,0.0,1006364.0,171739121000.0,36430425883500.0,66396138.0,31.07,216,-1488226500.0,3414407000.0,13375076500.0,-15301257000.0,17.31761,82.0,0.2439024390243902,112.35,14019.9,108170.0,3.38,2343.31,43.15,1.88,887445.0,10874229.0,1605475497.0,0.5,1134.7,169.57,1083.3,1320.96,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,0.29,maintain
2020-11-04,2020,11,4,171500.0,1000.0,0.59,1699252.0,293321362000.0,36644094070500.0,66311587.0,31.03,176,-8594700000.0,13497989500.0,-11044363500.0,6141074000.0,16.50341,66.0,0.3484848484848485,112.53,14145.6,140800.0,0.9,2357.32,14.01,0.6,986786.0,14835039.0,1614836760.0,0.5,1134.6,169.61,1083.82,1331.79,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,4.26,maintain
2020-11-09,2020,11,9,172500.0,2000.0,1.17,1521010.0,262931037000.0,36857762257500.0,65947765.0,30.86,199,10898452000.0,5266742000.0,22717438500.0,-38882632500.0,17.7206,51.0,0.2745098039215686,113.99,15327.2,165040.0,-1.01,2447.2,30.7,1.27,1354863.0,14847225.0,1676944569.0,0.5,1124.4,170.0,1089.06,1336.97,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,0.58,maintain
2020-11-10,2020,11,10,173500.0,1000.0,0.58,1796342.0,310911686000.0,37071430444500.0,65720933.0,30.76,282,17052269500.0,-1180288000.0,7310390000.0,-23182371500.0,17.13088,86.0,0.0930232558139534,113.92,15303.6,93360.0,-0.15,2452.83,5.63,0.23,1464168.0,17981336.0,1681030953.0,0.5,1115.6,169.71,1059.6,1318.25,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,-0.86,maintain
2020-11-11,2020,11,11,175500.0,2000.0,1.15,4140745.0,728300751500.0,37498766818500.0,65611946.0,30.71,385,35127397500.0,9967476000.0,27806931000.0,-72901804500.0,17.33365,68.0,0.3088235294117647,113.83,15695.8,119070.0,2.56,2485.87,33.04,1.35,1272039.0,18307326.0,1703946067.0,0.5,1115.9,168.95,1059.89,1318.88,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,2.93,maintain
2020-11-16,2020,11,16,179000.0,1500.0,0.85,2752922.0,495861523000.0,38246605473000.0,65884882.0,30.84,266,33940518000.0,5582101500.0,27390328000.0,-66912947500.0,19.02548,88.0,0.2386363636363636,113.88,16715.8,118090.0,4.78,2543.03,49.16,1.97,1239135.0,19088400.0,1744282188.0,0.5,1115.1,168.46,1065.4,1320.56,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,1.99,maintain
2020-11-17,2020,11,17,182500.0,3500.0,1.96,3429139.0,626907100000.0,38994444127500.0,65487244.0,30.65,333,11039126000.0,-2042205500.0,-138541685500.0,129544765000.0,18.40582,77.0,0.2077922077922078,113.18,17662.3,175870.0,5.66,2539.15,-3.88,-0.15,1267495.0,17795513.0,1742186196.0,0.5,1108.0,168.43,1059.73,1313.92,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,4.89,maintain
2020-11-18,2020,11,18,179500.0,-3000.0,-1.64,2228657.0,402785323500.0,38353439566500.0,66195063.0,30.98,249,-40768905000.0,5378609500.0,72480867000.0,-37090571500.0,16.83545,86.0,0.3488372093023256,112.36,17774.6,233430.0,0.64,2545.64,6.49,0.26,923504.0,13554048.0,1746416815.0,0.5,1106.8,168.6,1062.34,1312.83,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,1.13,maintain
2020-11-23,2020,11,23,179000.0,2000.0,1.13,1494870.0,266632790062.0,38246605473000.0,66105062.0,30.94,172,-3938806000.0,-718465500.0,-43021762000.0,47679033500.0,17.23091,70.0,0.3285714285714285,106.94,18379.6,127350.0,-0.18,2602.59,49.09,1.92,1649443.0,15763526.0,1786992048.0,0.5,1114.2,169.51,1072.84,1321.33,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,-0.28,maintain
2020-11-24,2020,11,24,181000.0,2000.0,1.12,1522580.0,275435802000.0,38673941847000.0,66290533.0,31.02,202,-15675637000.0,5231927500.0,-25913579000.0,36357288500.0,16.60941,58.0,0.0862068965517241,107.5,19152.6,180790.0,4.21,2617.76,15.17,0.58,1364506.0,16886574.0,1797825355.0,0.5,1112.6,169.69,1064.49,1317.37,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,0.56,maintain
2020-11-25,2020,11,25,179500.0,-1500.0,-0.83,2082764.0,377338587000.0,38353439566500.0,66459142.0,31.1,226,-10542685000.0,4729787000.0,-9187452500.0,15000350500.0,16.56159,71.0,0.2253521126760563,109.63,18723.0,146120.0,-2.24,2601.54,-16.22,-0.62,1410105.0,21795848.0,1786075295.0,0.5,1111.2,169.01,1063.09,1321.49,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,1.41,maintain
2020-11-30,2020,11,30,181500.0,500.0,0.28,3981271.0,734770823500.0,38780775940500.0,66384395.0,31.07,267,44443808500.0,-1958112500.0,-8675090500.0,-33810605500.0,17.59147,56.0,0.1607142857142857,113.12,19698.1,185590.0,8.32,2591.34,-42.11,-1.6,1311831.0,21231832.0,1779635400.0,0.5,1104.4,168.02,1061.57,1321.58,91.4,86.9,110.5,100.09,97.9,99.0,62.8,3.4,60.7,1.11,maintain
2020-12-01,2020,12,1,183500.0,2000.0,1.1,1792800.0,326319671000.0,39208112314500.0,66242281.0,31.0,197,4777358500.0,7391344500.0,10337819500.0,-22506522500.0,17.21062,65.0,0.2769230769230769,110.53,18770.7,208720.0,-4.71,2634.25,42.91,1.66,1151129.0,15947293.0,1809494578.0,0.5,1104.9,168.03,1058.74,1318.31,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,2.51,maintain
2020-12-02,2020,12,2,182500.0,-1000.0,-0.54,1745795.0,318675816500.0,38994444127500.0,66116836.0,30.94,251,-33758603500.0,8476416000.0,52948557500.0,-27666370000.0,17.75153,76.0,0.25,110.35,19218.8,91920.0,2.39,2675.9,41.65,1.58,1076204.0,17506705.0,1838364843.0,0.5,1107.1,168.44,1061.3,1336.38,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,0.83,maintain
2020-12-07,2020,12,7,193500.0,-3000.0,-1.53,2519339.0,487736071500.0,41344794184500.0,66688181.0,31.21,253,-48908778000.0,8032794000.0,58459011500.0,-17583027500.0,21.02395,59.0,0.2372881355932203,113.03,19170.7,61980.0,-1.08,2745.44,13.99,0.51,1499265.0,17933012.0,1888221382.0,0.5,1086.6,166.42,1042.55,1318.15,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,6.03,buy
2020-12-08,2020,12,8,186500.0,-7000.0,-3.62,3181249.0,598331660500.0,39849116875500.0,66545940.0,31.14,417,-21431687500.0,468079000.0,137356287000.0,-116392678500.0,21.40395,90.0,0.1666666666666666,115.01,18326.6,101410.0,-4.4,2700.93,-44.51,-1.62,1415240.0,17157199.0,1857599327.0,0.5,1082.7,166.08,1041.01,1311.31,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-5.09,sell
2020-12-09,2020,12,9,191500.0,5000.0,2.68,1805987.0,342713791500.0,40917457810500.0,65921365.0,30.85,254,7003501000.0,16702763000.0,-22252744500.0,-1453519500.0,20.47013,102.0,0.196078431372549,115.34,18546.0,129720.0,1.2,2755.47,54.54,2.02,1252305.0,17007606.0,1894556865.0,0.5,1084.4,166.18,1040.99,1313.15,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-2.54,maintain
2020-12-14,2020,12,14,189000.0,-1000.0,-0.53,1259459.0,238260800000.0,40383287343000.0,65751581.0,30.77,188,-29179993500.0,6561342500.0,47941020000.0,-25322369000.0,19.63052,82.0,0.2560975609756097,115.85,19273.8,67110.0,0.51,2762.2,-7.86,-0.28,1113631.0,17012253.0,1901627365.0,0.5,1089.3,166.75,1047.45,1321.97,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-1.31,maintain
2020-12-15,2020,12,15,188500.0,-500.0,-0.26,1355388.0,254280515500.0,40276453249500.0,65596580.0,30.7,224,-25553337500.0,364737000.0,41407388500.0,-16218788000.0,18.93991,102.0,0.0588235294117647,114.22,19434.9,98390.0,0.84,2756.82,-5.38,-0.19,1093523.0,15537969.0,1897677117.0,0.5,1090.8,167.08,1048.59,1324.94,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-1.57,maintain
2020-12-16,2020,12,16,190000.0,1500.0,0.8,1268117.0,241898197500.0,40596955530000.0,65485146.0,30.65,154,-5253972000.0,-3372855500.0,-5164822500.0,13791650000.0,19.12055,91.0,0.1758241758241758,112.47,21352.2,199810.0,9.87,2771.79,14.97,0.54,1166638.0,13649677.0,1907811219.0,0.5,1093.2,167.29,1054.45,1328.73,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,0.0,maintain
2020-12-21,2020,12,21,187000.0,-2000.0,-1.06,1120752.0,208922630000.0,39955950969000.0,65312838.0,30.57,212,-20806548000.0,-1524153500.0,15936285000.0,6394416500.0,17.65121,71.0,0.2112676056338028,108.45,22728.5,154690.0,-3.18,2778.65,6.47,0.23,1139514.0,18972231.0,1911737301.0,0.5,1097.9,168.5,1061.85,1343.01,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-1.58,maintain
2020-12-22,2020,12,22,184000.0,-3000.0,-1.6,1381697.0,255079388000.0,39314946408000.0,65352496.0,30.59,253,-31139257000.0,-2574480000.0,14254758500.0,19458978500.0,16.76606,64.0,0.21875,109.56,23823.2,130750.0,4.82,2733.68,-44.97,-1.62,1260762.0,19881378.0,1881809988.0,0.5,1101.2,168.42,1065.66,1348.36,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-3.41,maintain
2020-12-23,2020,12,23,185000.0,1000.0,0.54,1301433.0,241543555500.0,39528614595000.0,65447419.0,30.63,259,-9237322500.0,-831793000.0,3312112000.0,6757003500.0,16.76833,91.0,0.3296703296703296,110.05,23257.9,178470.0,-2.37,2759.82,26.14,0.96,1121347.0,20281218.0,1901461519.0,0.5,1106.6,169.18,1068.1,1346.46,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,-2.12,maintain
2020-12-28,2020,12,28,189500.0,2500.0,1.34,2410348.0,458917420000.0,40490121436500.0,65221664.0,30.52,233,45072216000.0,-38945000.0,-93463446000.0,48430175000.0,18.569,57.0,0.2456140350877192,109.98,27057.8,126980.0,3.03,2808.6,1.74,0.06,1006250.0,24197781.0,1938374378.0,0.5,1103.7,169.25,1065.5,1345.91,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,2.43,maintain
2020-12-29,2020,12,29,190500.0,1000.0,0.53,1488327.0,282192952000.0,40703789623500.0,65413274.0,30.61,175,-60303116000.0,14774639000.0,82164486000.0,-36636009000.0,16.61196,38.0,0.3157894736842105,109.66,27376.0,119570.0,1.18,2820.51,11.91,0.42,1046839.0,19299049.0,1944111086.0,0.5,1098.2,168.22,1058.4,1341.56,85.3,90.1,112.0,100.33,89.8,91.2,61.6,4.1,59.1,1.87,maintain
2021-01-04,2021,1,4,207500.0,15500.0,8.07,5651695.0,1162238349000.0,44336148802500.0,65335222.0,30.58,544,918715500.0,-9346500.0,-174402367500.0,173492998500.0,32.08719,165.0,0.303030303030303,113.32,32022.6,255270.0,-2.84,2944.45,70.98,2.47,1026510.0,25011394.0,2028846032.0,0.5,1088.0,166.96,1053.8,1331.39,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,8.07,buy
2021-01-11,2021,1,11,267500.0,21500.0,8.74,14433887.0,3919184079500.0,57156240022500.0,66907524.0,31.31,2980,-159261732500.0,-28243159500.0,332354570000.0,-144849678000.0,76.75025,178.0,0.3370786516853932,123.09,35544.3,251040.0,-6.93,3148.45,-3.73,-0.12,1712526.0,44433772.0,2171629412.0,0.5,1094.4,169.41,1052.36,1335.5,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,31.77,buy
2021-01-12,2021,1,12,261000.0,-6500.0,-2.43,8040182.0,2106294704000.0,55767396807000.0,66353279.0,31.05,2192,-75590739000.0,718607500.0,127789659500.0,-52917528000.0,49.7096,124.0,0.2338709677419354,121.7,34076.1,241930.0,-4.13,3125.95,-22.5,-0.71,1390618.0,31407397.0,2155702540.0,0.5,1097.8,169.34,1053.5,1334.16,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,26.7,buy
2021-01-13,2021,1,13,259000.0,-2000.0,-0.77,5805649.0,1496753077000.0,55340060433000.0,66151535.0,30.96,2411,-82022426500.0,5362568500.0,67303274000.0,9356584000.0,43.38627,126.0,0.2301587301587301,119.97,37382.2,209930.0,9.7,3148.29,22.34,0.71,1578042.0,24725590.0,2169378970.0,0.5,1099.9,170.07,1059.68,1342.48,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,5.28,buy
2021-01-18,2021,1,18,241000.0,1000.0,0.42,3387635.0,816920468500.0,51494033067000.0,66270712.0,31.02,808,-31247953500.0,2678075000.0,33969661000.0,-5399782500.0,33.68637,118.0,0.2203389830508474,107.09,36613.2,111520.0,2.16,3013.93,-71.97,-2.33,1472049.0,23186884.0,2077227073.0,0.5,1097.9,169.75,1057.35,1326.32,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,-6.95,sell
2021-01-19,2021,1,19,261500.0,20500.0,8.51,4976690.0,1272694419500.0,55874230900500.0,66249668.0,31.01,1843,55086071000.0,17370448500.0,-152352687500.0,79896168000.0,41.18773,79.0,0.4050632911392405,104.15,36002.9,79110.0,-1.67,3092.66,78.73,2.61,1353312.0,24190453.0,2131564250.0,0.5,1104.4,170.19,1065.15,1333.62,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,4.39,maintain
2021-01-20,2021,1,20,259000.0,-2500.0,-0.96,5305494.0,1394729280068.0,55340060433000.0,66584574.0,31.16,1404,-88147523500.0,6033462500.0,102532432500.0,-20418371500.0,35.36685,149.0,0.1879194630872483,103.83,35476.3,153610.0,-1.46,3114.55,21.89,0.71,1192695.0,24628057.0,2146526770.0,0.5,1102.1,169.66,1060.78,1337.34,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,7.92,buy
2021-01-25,2021,1,25,260000.0,3000.0,1.17,1895263.0,487788239500.0,55553728620000.0,66498180.0,31.12,608,-4694243000.0,7523272500.0,-30790910000.0,27961880500.0,27.19914,104.0,0.2307692307692307,109.78,32252.3,142430.0,0.03,3208.99,68.36,2.18,1093653.0,21172003.0,2212081519.0,0.5,1102.3,170.32,1061.79,1341.28,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,0.39,maintain
2021-01-26,2021,1,26,251500.0,-8500.0,-3.27,1846817.0,469759121500.0,53737549030500.0,66607016.0,31.17,824,-98263657500.0,421776000.0,138699689000.0,-40857807500.0,28.9676,153.0,0.2549019607843137,113.26,32502.1,139840.0,0.77,3140.31,-68.68,-2.14,873024.0,21874954.0,2165657737.0,0.5,1103.2,170.03,1063.27,1339.62,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,-4.91,maintain
2021-01-27,2021,1,27,245500.0,-6000.0,-2.39,2190994.0,544355167500.0,52455539908500.0,66445255.0,31.1,746,-114055721000.0,-5185905000.0,137375733000.0,-18134107000.0,25.01763,100.0,0.32,112.6,30404.0,194350.0,-6.46,3122.56,-17.75,-0.57,924582.0,20147107.0,2152860460.0,0.5,1103.0,170.1,1064.36,1341.41,92.6,93.3,112.4,101.04,95.4,95.4,60.9,5.7,57.4,-4.47,maintain
2021-02-01,2021,2,1,238500.0,9500.0,4.15,1798912.0,417673049444.0,50959862599500.0,66207296.0,30.99,517,27833286000.0,1211174500.0,-15607040000.0,-13437420500.0,26.58814,142.0,0.352112676056338,109.1,33515.7,126320.0,1.23,3056.53,80.32,2.7,969262.0,20724667.0,2104888955.0,0.5,1117.2,172.37,1066.13,1354.27,96.2,96.3,115.9,101.58,97.4,97.4,61.6,4.9,58.6,-2.85,maintain
2021-02-02,2021,2,2,240500.0,2000.0,0.84,1519973.0,365303362000.0,51387198973500.0,66138567.0,30.95,437,-18119187500.0,-10775717000.0,4034774500.0,24860130000.0,23.21838,120.0,0.2,110.13,35485.2,120850.0,5.88,3096.81,40.28,1.32,887314.0,19143871.0,2134009403.0,0.5,1118.0,172.97,1065.42,1348.59,96.2,96.3,115.9,101.58,97.4,97.4,61.6,4.9,58.6,0.84,maintain
