날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),day1_label,3일 등락률,day3_label,5일 등락률,day5_label
2017-07-11,2017,7,11,69000.0,1700.0,2.53,3187332.0,217623977100.0,50232163185000.0,365847157.0,50.25,303,18129850900.0,-682364400.0,-34052198700.0,16604712200.0,8.10396,58.0,0.4827586206896552,111.66,2324.3,146630.0,-0.84,2396.0,13.9,0.58,284462.0,4942134.0,1558253116.0,1.25,1149.9,169.09,1008.15,1310.54,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,1.32,maintain,4.86,maintain
2017-07-12,2017,7,12,68900.0,-100.0,-0.14,3462150.0,238603607800.0,50159362948500.0,366085238.0,50.29,191,-9839816500.0,749027800.0,9789322900.0,-698534200.0,8.16834,65.0,0.4,111.91,2403.1,109520.0,3.39,2391.77,-4.23,-0.18,268926.0,5352347.0,1555980342.0,1.25,1150.1,168.88,1010.14,1319.11,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,3.45,maintain,1.32,maintain
2017-07-13,2017,7,13,70600.0,1700.0,2.47,5432312.0,384125703900.0,51396966969000.0,365657970.0,50.23,521,-5082932100.0,696057800.0,-18614498200.0,23001372500.0,11.22361,90.0,0.5666666666666667,111.09,2362.4,88170.0,-1.69,2409.49,17.72,0.74,289261.0,6169865.0,1568027438.0,1.25,1145.6,168.72,1011.17,1307.65,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,4.9,maintain,3.67,maintain
2017-07-14,2017,7,14,71100.0,500.0,0.71,2931832.0,209076118500.0,51760968151500.0,365984568.0,50.27,235,10494798100.0,-9600692600.0,42972539600.0,-43866645100.0,9.64898,72.0,0.5138888888888888,111.6,2234.2,114410.0,-5.43,2414.63,5.14,0.21,258766.0,5288841.0,1571230354.0,1.25,1137.5,167.75,1003.22,1296.35,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,3.04,maintain,6.76,buy
2017-07-17,2017,7,17,71200.0,100.0,0.14,2804598.0,199067687800.0,51833768388000.0,365314000.0,50.18,235,6822217200.0,411900600.0,43710679200.0,-50944797000.0,9.12856,50.0,0.36,105.92,2233.4,176890.0,16.68,2425.1,10.47,0.43,254205.0,4928676.0,1578499325.0,1.25,1136.0,167.59,1009.91,1303.22,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,3.34,maintain,5.79,buy
2017-07-18,2017,7,18,70800.0,-400.0,-0.56,2066194.0,146851971332.0,51542567442000.0,364574690.0,50.08,236,14619507500.0,-803835700.0,7291600500.0,-21107272300.0,7.92513,76.0,0.5657894736842105,106.27,2320.2,202620.0,3.89,2426.04,0.94,0.04,260662.0,4801381.0,1578631568.0,1.25,1128.2,166.76,1001.64,1294.95,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,0.28,maintain,2.61,maintain
2017-07-19,2017,7,19,71000.0,200.0,0.28,2009799.0,141783535300.0,51688167915000.0,364274648.0,50.04,235,8675568400.0,-83350300.0,-3359918800.0,-5232299300.0,7.69511,42.0,0.3571428571428571,104.57,2282.6,154320.0,-1.62,2429.94,3.9,0.16,270965.0,5100349.0,1581150486.0,1.25,1126.3,166.68,1005.09,1300.82,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,-0.14,maintain,3.05,maintain
2017-07-20,2017,7,20,71300.0,300.0,0.42,1647153.0,117296305900.0,51906568624500.0,364116386.0,50.02,149,-2453224400.0,469565500.0,1593988700.0,389670200.0,7.71154,31.0,0.5806451612903226,105.47,2866.0,310340.0,25.56,2441.84,11.9,0.49,251917.0,5452699.0,1589860931.0,1.25,1121.8,166.25,1003.04,1293.38,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,0.14,maintain,0.99,maintain
2017-07-21,2017,7,21,71200.0,-100.0,-0.14,1599111.0,113487450900.0,51833768388000.0,364120580.0,50.02,164,-1074914900.0,2372621100.0,3063373600.0,-4361079800.0,7.3772,49.0,0.5102040816326531,106.42,2675.1,193760.0,-6.66,2450.06,8.22,0.34,250132.0,5207298.0,1592877224.0,1.25,1124.9,166.35,1005.32,1308.09,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,0.56,maintain,0.14,maintain
2017-07-24,2017,7,24,73000.0,1800.0,2.53,3598173.0,260435962400.0,53144172645000.0,364058086.0,50.01,351,11140853200.0,5735223300.0,-24850654400.0,7974577900.0,9.3582,58.0,0.4827586206896552,113.47,2763.4,83010.0,0.25,2451.53,1.47,0.06,233408.0,4637011.0,1593346329.0,1.25,1121.2,165.92,1008.95,1308.94,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,2.82,maintain,2.53,maintain
2017-07-25,2017,7,25,70400.0,-2600.0,-3.56,6028435.0,430840972164.0,51251366496000.0,364164642.0,50.02,600,-26955061000.0,10718967900.0,145647539800.0,-129411446700.0,13.1792,145.0,0.5241379310344828,114.33,2582.6,205880.0,-6.54,2439.9,-11.63,-0.47,275200.0,5406743.0,1585492893.0,1.25,1116.1,165.29,1004.0,1299.08,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,sell,-1.26,maintain,-0.56,maintain
2017-07-26,2017,7,26,66800.0,-3600.0,-5.11,9659618.0,655041950200.0,48630557982000.0,362326931.0,49.77,1012,-26524842800.0,4037332900.0,183485466200.0,-160997956300.0,12.16587,103.0,0.3106796116504854,117.41,2559.2,135500.0,-0.9,2434.51,-5.39,-0.22,336109.0,6474045.0,1581850204.0,1.25,1116.1,165.44,997.54,1299.87,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,sell,-6.18,sell,-5.92,sell
2017-07-27,2017,7,27,68400.0,1600.0,2.4,6177375.0,422605233366.0,49795361766000.0,359912493.0,49.44,421,-3146740000.0,-169891000.0,-11022860600.0,14339491600.0,10.17876,99.0,0.404040404040404,116.48,2691.9,103830.0,5.18,2443.24,8.73,0.36,426498.0,5397119.0,1587487990.0,1.25,1120.3,165.73,1007.83,1313.94,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,-6.3,sell,-4.07,maintain
2017-07-28,2017,7,28,64600.0,-3800.0,-5.56,8093780.0,529573265800.0,47028952779000.0,360113900.0,49.47,751,-11108202100.0,4905406600.0,90785529200.0,-84582733700.0,10.80349,68.0,-0.1323529411764706,115.8,2806.8,138910.0,4.27,2400.99,-42.25,-1.73,318652.0,7019672.0,1559499858.0,1.25,1112.5,165.28,1000.54,1299.68,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,sell,-8.24,sell,-9.27,sell
2017-07-31,2017,7,31,66000.0,1400.0,2.17,4769724.0,311774802900.0,48048156090000.0,358814831.0,49.29,321,13941349500.0,-422888300.0,-31116185600.0,17597724400.0,8.36149,55.0,0.3272727272727272,110.42,2883.3,91120.0,4.22,2402.71,1.72,0.07,277570.0,5646475.0,1560654852.0,1.25,1119.1,165.85,1012.26,1315.67,99.1,100.0,104.5,97.499,111.0,110.9,63.8,3.4,61.6,maintain,-1.2,maintain,-9.59,sell
2017-08-01,2017,8,1,65500.0,-500.0,-0.76,3744523.0,245936661800.0,47684154907500.0,359082343.0,49.32,261,-30917142800.0,928732900.0,28602474100.0,1385935800.0,8.13644,52.0,0.3461538461538461,110.25,2747.0,123170.0,-4.73,2422.96,20.25,0.84,264036.0,5605202.0,1573327445.0,1.25,1121.9,166.67,1016.81,1326.7,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,-4.24,maintain,-6.96,sell
2017-08-02,2017,8,2,68000.0,2500.0,3.82,4161592.0,281334659600.0,49504160820000.0,359100008.0,49.33,239,-5951427800.0,-289976000.0,-35056182400.0,41297586200.0,8.15917,52.0,0.5576923076923077,110.24,2720.5,81820.0,-0.96,2427.63,4.67,0.19,261570.0,5346439.0,1574478572.0,1.25,1118.0,166.26,1013.19,1320.19,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,buy,5.26,buy,1.8,maintain
2017-08-03,2017,8,3,65500.0,-2500.0,-3.68,4992104.0,329494265976.0,47684154907500.0,359706281.0,49.41,238,-62120078800.0,421597000.0,88681614700.0,-26983132900.0,8.17636,60.0,0.0333333333333333,110.43,2810.0,68100.0,3.29,2386.85,-40.78,-1.68,303575.0,6500832.0,1547313042.0,1.25,1123.2,166.94,1013.95,1331.39,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,sell,-0.76,maintain,-4.24,maintain
2017-08-04,2017,8,4,64000.0,-1500.0,-2.29,5938549.0,380105397900.0,46592151360000.0,359254214.0,49.35,359,-12690238300.0,1111401000.0,132127967100.0,-120549129800.0,7.94577,44.0,0.2954545454545454,105.76,2878.5,68760.0,2.44,2395.45,8.6,0.36,273566.0,5084022.0,1552978143.0,1.25,1127.6,167.47,1025.65,1339.42,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,-2.29,maintain,-0.93,maintain
2017-08-07,2017,8,7,64100.0,100.0,0.16,3518575.0,226134605800.0,46664951596500.0,357356937.0,49.09,231,-20978344300.0,-331237100.0,48114490800.0,-26804909400.0,7.77917,47.0,0.5531914893617021,105.11,3401.9,88110.0,5.26,2398.75,3.3,0.14,244124.0,4428447.0,1555176613.0,1.25,1125.4,167.37,1015.93,1326.73,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,-5.74,sell,-2.88,maintain
2017-08-08,2017,8,8,66300.0,2200.0,3.43,4372768.0,286946128300.0,48266556799500.0,356941304.0,49.03,402,12837281200.0,-166168200.0,-72177220500.0,59506107500.0,7.79789,53.0,0.2641509433962264,104.8,3429.4,106940.0,0.81,2394.73,-4.02,-0.17,252854.0,4623604.0,1553061230.0,1.25,1127.3,167.49,1017.88,1329.65,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,buy,1.22,maintain,1.22,maintain
2017-08-09,2017,8,9,64200.0,-2100.0,-3.17,4037319.0,260752048900.0,46737751833000.0,357858218.0,49.16,369,26876512300.0,414029200.0,37418600900.0,-64709142400.0,7.20373,50.0,-0.18,100.58,3348.8,97060.0,-2.35,2368.39,-26.34,-1.1,234073.0,4693572.0,1535593315.0,1.25,1125.4,167.61,1021.79,1323.7,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,sell,0.31,maintain,-5.59,sell
2017-08-10,2017,8,10,64400.0,200.0,0.31,4474120.0,286019027300.0,46883352306000.0,356837818.0,49.02,218,42113611600.0,-1154983100.0,36014823400.0,-76973451900.0,7.33288,39.0,0.1025641025641025,99.45,3425.7,71000.0,2.3,2359.47,-8.92,-0.38,283873.0,6293549.0,1529764543.0,1.25,1134.7,169.27,1031.78,1334.41,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,0.47,maintain,-1.68,maintain
2017-08-11,2017,8,11,61400.0,-3000.0,-4.66,6664578.0,412801666600.0,44699345211000.0,355633660.0,48.85,487,67328232200.0,1542396600.0,67745954100.0,-136616582900.0,7.82636,51.0,-0.3529411764705882,101.85,3654.4,97560.0,6.68,2319.71,-39.76,-1.69,318581.0,6322990.0,1503626801.0,1.25,1141.1,170.69,1045.2,1342.5,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,sell,-7.39,sell,-4.06,maintain
2017-08-14,2017,8,14,65100.0,3700.0,6.03,5239246.0,334543195300.0,47392953961500.0,353422631.0,48.55,293,60197442800.0,-1702399600.0,-122234674400.0,63739631200.0,8.15439,54.0,0.5370370370370371,95.47,4327.9,128460.0,6.53,2334.22,14.51,0.63,214025.0,4657451.0,1515575561.0,1.25,1146.3,171.57,1049.92,1355.1,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,buy,1.4,maintain,1.56,maintain
2017-08-16,2017,8,16,66100.0,1000.0,1.54,4714899.0,314032027100.0,48120956326500.0,354407797.0,48.68,165,19822248900.0,136966200.0,-30484450400.0,10525235300.0,7.98493,61.0,0.6557377049180327,92.02,4387.4,112900.0,5.42,2348.26,14.04,0.6,270521.0,6169012.0,1525670168.0,1.25,1138.2,170.42,1029.16,1336.25,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,2.64,maintain,-0.3,maintain
2017-08-17,2017,8,17,66400.0,300.0,0.45,3709768.0,247917400340.0,48339357036000.0,354563337.0,48.7,165,30994056100.0,-359288300.0,-1021474500.0,-29613293300.0,7.30594,45.0,0.5333333333333333,91.63,4278.9,127480.0,-2.47,2361.67,13.41,0.57,255766.0,4696031.0,1534652870.0,1.25,1139.6,170.14,1035.2,1341.88,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,8.14,buy,3.43,maintain
2017-08-18,2017,8,18,67000.0,600.0,0.9,3130891.0,208105563200.0,48776158455000.0,354117948.0,48.64,311,21155690000.0,-473034000.0,-36943981100.0,16261325100.0,7.023,48.0,0.0416666666666666,90.79,4105.4,144400.0,-4.06,2358.37,-3.3,-0.14,201479.0,4395554.0,1532778210.0,1.25,1135.9,170.01,1037.21,1332.3,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,2.92,maintain,4.04,maintain
2017-08-21,2017,8,21,67200.0,200.0,0.3,2570150.0,173291387300.0,48921758928000.0,354358411.0,48.68,215,7084460700.0,-323327300.0,-23104208300.0,16343074900.0,7.04306,37.0,0.2972972972972973,91.93,4005.1,90650.0,-1.51,2355.0,-3.37,-0.14,207225.0,3860617.0,1530386008.0,1.25,1142.0,170.82,1043.92,1342.02,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,1.66,maintain,9.45,buy
2017-08-22,2017,8,22,68200.0,1000.0,1.49,2208365.0,150015610552.0,49649761293000.0,354602808.0,48.71,156,19210451700.0,-1502910400.0,-30728574100.0,13021032800.0,7.17698,43.0,0.4651162790697674,88.36,4089.7,169140.0,2.11,2365.33,10.33,0.44,251864.0,4036931.0,1536995836.0,1.25,1138.3,170.44,1044.12,1344.28,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,2.71,maintain,4.76,maintain
2017-08-23,2017,8,23,68000.0,-200.0,-0.29,3072911.0,209524243000.0,49504160820000.0,354776174.0,48.73,170,2611823000.0,-220158000.0,18748355000.0,-21140020000.0,7.05949,46.0,0.3478260869565217,92.23,4141.1,96650.0,1.26,2366.4,1.07,0.05,228616.0,4072478.0,1538226997.0,1.25,1135.6,170.45,1035.14,1336.15,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,1.49,maintain,2.87,maintain
2017-08-24,2017,8,24,68100.0,100.0,0.15,2333347.0,159209639300.0,49576961056500.0,354464758.0,48.69,171,16863287300.0,-1207408700.0,-26399132900.0,10743254300.0,6.66478,45.0,0.3333333333333333,92.38,4318.4,72360.0,4.28,2375.84,9.44,0.4,295531.0,4743851.0,1543913764.0,1.25,1130.9,169.63,1038.57,1336.21,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,1.34,maintain,2.56,maintain
2017-08-25,2017,8,25,68400.0,300.0,0.44,1862764.0,126982371200.0,49795361766000.0,354622318.0,48.71,112,22032088700.0,-339578700.0,-25480734600.0,3788224600.0,6.30388,38.0,0.1052631578947368,92.65,4364.4,82900.0,1.07,2378.51,2.67,0.11,341961.0,4664555.0,1544754034.0,1.25,1127.3,169.33,1028.98,1330.33,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,0.29,maintain,2.09,maintain
2017-08-28,2017,8,28,67900.0,-500.0,-0.73,1843458.0,124791532200.0,49431360583500.0,354683059.0,48.72,89,4211652800.0,210793100.0,-4387947800.0,-34498100.0,6.50238,57.0,0.175438596491228,93.35,4390.3,75490.0,1.03,2370.3,-8.21,-0.35,226869.0,4035801.0,1538875605.0,1.25,1129.2,169.55,1033.26,1349.56,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,-0.15,maintain,1.04,maintain
2017-08-29,2017,8,29,67600.0,-300.0,-0.44,2967906.0,199360919600.0,49212959874000.0,354683743.0,48.72,198,18285654600.0,215818200.0,6435431200.0,-24936904000.0,6.29853,52.0,0.173076923076923,95.26,4597.3,100800.0,4.71,2364.74,-5.56,-0.23,223090.0,4427622.0,1535858093.0,1.25,1120.4,168.82,1031.15,1340.22,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,-0.73,maintain,-0.88,maintain
2017-08-30,2017,8,30,68500.0,900.0,1.33,2118742.0,145004795000.0,49868162002500.0,354311838.0,48.67,142,13578300400.0,-1871783700.0,-25527100600.0,13820583900.0,6.13366,42.0,0.4047619047619047,94.68,4583.0,68470.0,-0.31,2372.29,7.55,0.32,305637.0,4652673.0,1540964342.0,1.25,1126.2,170.26,1027.23,1348.51,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,0.15,maintain,0.74,maintain
2017-08-31,2017,8,31,68600.0,100.0,0.15,2054717.0,141200636600.0,49940962239000.0,354514330.0,48.7,123,9065085600.0,-99581600.0,-3663968100.0,-5301535900.0,6.18066,50.0,0.08,95.22,4735.1,72290.0,3.32,2363.19,-9.1,-0.38,265050.0,5351568.0,1535629495.0,1.25,1122.8,170.23,1017.44,1335.63,100.1,100.4,104.2,98.058,110.0,109.6,63.5,3.6,61.2,maintain,1.03,maintain,0.73,maintain
2017-09-01,2017,9,1,68700.0,100.0,0.15,2304425.0,157969181488.0,50013762475500.0,354436178.0,48.69,116,2976073600.0,221994600.0,-18283080000.0,15085011800.0,6.06201,36.0,0.4722222222222222,94.84,4921.9,102010.0,3.94,2357.69,-5.5,-0.23,280060.0,4811929.0,1532592218.0,1.25,1125.8,170.51,1022.94,1341.11,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,1.63,maintain,0.44,maintain
2017-09-04,2017,9,4,68100.0,-600.0,-0.87,3234465.0,219539581900.0,49576961056500.0,354656655.0,48.72,170,33269381200.0,-9516231400.0,-55770377800.0,32017228000.0,6.60937,57.0,-0.087719298245614,97.02,4267.5,170400.0,-7.49,2329.65,-28.04,-1.19,248495.0,4422729.0,1514396696.0,1.25,1122.7,170.5,1022.45,1334.16,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,-0.58,maintain,0.29,maintain
2017-09-05,2017,9,5,69900.0,1800.0,2.64,4026248.0,279156781800.0,50887365313500.0,355113125.0,48.78,199,61900624400.0,-336128800.0,-75482353000.0,13917857400.0,6.91505,51.0,0.1176470588235294,95.44,4409.1,158410.0,3.32,2326.62,-3.03,-0.13,320428.0,4951325.0,1512278525.0,1.25,1131.5,172.63,1031.5,1346.15,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,1.9,maintain,3.4,maintain
2017-09-06,2017,9,6,71700.0,1800.0,2.58,4476200.0,318561848900.0,52197769570500.0,355294522.0,48.8,218,67148321100.0,-701871100.0,-74657011500.0,8210561500.0,8.01703,56.0,0.1071428571428571,95.14,4618.7,110930.0,4.75,2319.82,-6.8,-0.29,252682.0,5336840.0,1508357064.0,1.25,1131.3,172.98,1041.76,1348.62,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.37,maintain,4.67,maintain
2017-09-07,2017,9,7,71400.0,-300.0,-0.42,3877849.0,279598286736.0,51979368861000.0,355410458.0,48.82,240,28428230500.0,1655850900.0,-40671348300.0,10587266900.0,8.00175,41.0,0.4634146341463415,94.52,4635.6,70530.0,0.37,2346.19,26.37,1.14,277036.0,4697149.0,1525680811.0,1.25,1133.7,173.32,1038.33,1351.99,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.85,maintain,4.08,maintain
2017-09-08,2017,9,8,72600.0,1200.0,1.68,2868673.0,207650216260.0,52852971699000.0,355548462.0,48.84,191,39938017900.0,-395529200.0,-59668707700.0,20126219000.0,7.05051,49.0,0.1836734693877551,96.5,4326.5,180360.0,-6.67,2343.72,-2.47,-0.11,214593.0,4588620.0,1524638755.0,1.25,1129.6,172.84,1042.64,1358.29,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,3.86,maintain,5.68,buy
2017-09-11,2017,9,11,73800.0,1200.0,1.65,3321612.0,244932012900.0,53726574537000.0,355809358.0,48.87,131,51493632000.0,-1233162000.0,-19454785700.0,-30805684300.0,7.73064,72.0,0.4583333333333333,96.25,4217.9,88760.0,-0.66,2359.08,15.36,0.66,243613.0,4928978.0,1535384685.0,1.25,1126.8,174.14,1040.59,1354.13,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,2.93,maintain,8.37,buy
2017-09-12,2017,9,12,74700.0,900.0,1.22,3676865.0,273386494804.0,54381776665500.0,355360359.0,48.81,230,19005556600.0,-464039700.0,-47286788000.0,28745271100.0,8.02104,67.0,0.4925373134328358,99.47,4158.9,107040.0,-1.4,2365.47,6.39,0.27,333574.0,5000743.0,1539474472.0,1.25,1129.5,173.26,1033.54,1351.33,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.62,maintain,6.87,buy
2017-09-13,2017,9,13,75700.0,1000.0,1.34,5682708.0,433948365750.0,55109779030500.0,355683557.0,48.86,296,23625771800.0,2396611000.0,-42171510300.0,16149127500.0,11.30003,80.0,0.3,101.91,3870.3,186540.0,-6.94,2360.18,-5.29,-0.22,318872.0,6032999.0,1536059857.0,1.25,1129.8,172.62,1025.09,1352.26,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.27,maintain,5.58,buy
2017-09-14,2017,9,14,76800.0,1100.0,1.45,3366621.0,257471560700.0,55910581632000.0,355885389.0,48.89,182,-16893341000.0,-397972000.0,11314266900.0,5977046100.0,8.99884,62.0,0.4677419354838709,102.63,3243.1,317590.0,-16.21,2377.66,17.48,0.74,314263.0,6750768.0,1546781590.0,1.25,1127.5,172.61,1020.64,1340.88,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.07,maintain,7.56,buy
2017-09-15,2017,9,15,77200.0,400.0,0.52,2725277.0,210049266400.0,56201782578000.0,355962852.0,48.9,138,21631764500.0,-268183200.0,-14387611000.0,-6975970300.0,8.72449,42.0,0.2619047619047619,103.42,3713.8,448550.0,14.51,2386.07,8.41,0.35,298739.0,6430145.0,1552342857.0,1.25,1132.5,172.88,1028.94,1349.77,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,3.35,maintain,6.34,buy
2017-09-18,2017,9,18,79700.0,2500.0,3.24,3638325.0,289008021900.0,58021788490500.0,355874654.0,48.88,250,-7623090300.0,1318111600.0,12331350800.0,-6026372100.0,11.36499,119.0,0.4705882352941176,105.32,4100.3,147930.0,11.13,2418.21,32.14,1.35,273478.0,5218020.0,1573692545.0,1.25,1133.5,173.08,1020.53,1353.91,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,buy,5.28,buy,7.99,buy
2017-09-19,2017,9,19,79200.0,-500.0,-0.63,3934389.0,312426840700.0,57657787308000.0,355886848.0,48.89,155,8481774100.0,1869751000.0,57929053500.0,-68280578600.0,10.34593,79.0,0.379746835443038,107.33,3908.0,123220.0,-4.69,2416.05,-2.16,-0.09,254586.0,5357248.0,1572876462.0,1.25,1127.9,172.25,1011.98,1348.69,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,3.12,maintain,6.02,buy
2017-09-20,2017,9,20,80700.0,1500.0,1.89,5268665.0,421787655200.0,58749790855500.0,355001504.0,48.76,450,-224693500.0,341825800.0,10261184100.0,-10378316400.0,16.29886,112.0,0.2857142857142857,107.41,3882.2,86650.0,-0.66,2412.2,-3.85,-0.16,303286.0,5630704.0,1570621056.0,1.25,1130.0,171.59,1013.23,1355.49,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.53,maintain,6.61,buy
2017-09-21,2017,9,21,83100.0,2400.0,2.97,6961713.0,572134656900.0,60496996531500.0,354868674.0,48.75,610,-22802987900.0,-5224313600.0,13953518700.0,14073782800.0,16.32618,105.0,0.2666666666666666,108.05,3617.3,145130.0,-6.82,2406.5,-5.7,-0.24,335339.0,5730119.0,1567070760.0,1.25,1129.1,171.79,1004.58,1342.16,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.27,maintain,8.2,buy
2017-09-22,2017,9,22,83100.0,0.0,0.0,5970218.0,497295419530.0,60496996531500.0,355039224.0,48.77,407,-72058703100.0,-1815225000.0,10678237400.0,63195690700.0,12.03997,69.0,0.1159420289855072,106.1,3600.8,114720.0,-0.45,2388.71,-17.79,-0.74,333617.0,6124476.0,1555336612.0,1.25,1132.8,171.86,1007.25,1352.62,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,4.92,maintain,7.64,buy
2017-09-25,2017,9,25,86300.0,3200.0,3.85,4656285.0,397045175400.0,62826604099500.0,355795190.0,48.87,538,-10081395200.0,2695324600.0,25457208600.0,-18071138000.0,12.37488,64.0,0.359375,104.33,3932.8,100200.0,7.23,2380.4,-8.31,-0.35,339346.0,4855653.0,1550628202.0,1.25,1136.3,172.71,1011.75,1354.64,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,buy,6.94,buy,8.28,buy
2017-09-26,2017,9,26,82100.0,-4200.0,-4.87,11035272.0,918111660200.0,59768994166500.0,355863045.0,48.88,883,-18324582800.0,-1478099100.0,61694592400.0,-41891910500.0,13.89755,67.0,-0.0746268656716417,101.8,3892.7,63250.0,-1.02,2374.32,-6.08,-0.26,319125.0,5853154.0,1545785411.0,1.25,1130.7,171.48,1011.86,1340.22,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,sell,-1.2,maintain,3.66,maintain
2017-09-27,2017,9,27,82400.0,300.0,0.37,5029200.0,415283477312.0,59987394876000.0,354834237.0,48.74,441,9845261200.0,2322344800.0,48656404500.0,-60824010500.0,12.08869,61.0,0.0983606557377049,100.47,4212.2,117600.0,8.21,2372.57,-1.75,-0.07,202619.0,4598483.0,1544304910.0,1.25,1136.3,171.82,1012.07,1339.53,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,-0.84,maintain,2.11,maintain
2017-09-28,2017,9,28,83200.0,800.0,0.97,4817018.0,404304807700.0,60569796768000.0,354163704.0,48.65,591,38032729400.0,584170300.0,13654244700.0,-52271144400.0,11.24406,93.0,0.2688172043010752,99.73,4195.6,92230.0,-0.39,2373.14,0.57,0.02,194772.0,4712786.0,1544474429.0,1.25,1139.4,171.83,1009.7,1338.23,98.9,100.7,105.3,98.172,108.0,107.4,63.5,3.3,61.4,maintain,-3.59,maintain,0.12,maintain
