날짜,year,month,day,종가,대비,등락률,거래량,거래대금,시가총액,외국인 보유수량,외국인 지분율,토론방,순매수_기관,순매수_기타법인,순매수_개인,순매수_외국인,검색어,보도량,기사감성점수,뉴스심리지수,비트코인종가,비트코인거래량,비트코인변동,코스피종가,코스피대비,코스피등락률,코스피거래량,코스피거래대금,코스피시가총액,한은금리,원/미국달러,원/위안,원/일본엔(100엔),원/유로,경제심리지수(원계열),경제심리지수(순환변동치),산업생산지수,물가상승률,소비자신뢰지수,소비자심리지수,경제활동참가율(%),실업률(%),고용률(%),day1_label,3일 등락률,day3_label,5일 등락률,day5_label
2019-01-25,2019,1,25,74600.0,4100.0,5.82,7163871.0,523277130986.0,54308976429000.0,360865886.0,49.57,320,-3105227600.0,-1048937700.0,-170392336000.0,174546501300.0,8.91745,83.0,0.7228915662650602,100.85,3572.0,448890.0,-0.06,2177.73,32.7,1.52,410002.0,7065652.0,1437842917.0,1.75,1128.0,166.05,1029.81,1274.92,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,buy,12.01,buy,15.48,buy
2019-01-28,2019,1,28,71800.0,-2800.0,-3.75,4972189.0,363934670100.0,52270569807000.0,363271166.0,49.9,326,-15945874600.0,-1048937400.0,18689547500.0,-1694735500.0,7.70543,37.0,0.7837837837837838,101.73,3442.8,620850.0,-3.17,2177.3,-0.43,-0.02,371619.0,6060559.0,1437491623.0,1.75,1125.1,165.73,1026.97,1283.91,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,sell,7.49,buy,7.16,buy
2019-01-29,2019,1,29,73400.0,1600.0,2.23,3368642.0,243423241200.0,53435373591000.0,363216268.0,49.89,240,15683269100.0,-92751800.0,-13237186800.0,-2353330500.0,6.74807,66.0,0.6363636363636364,101.61,3414.8,585460.0,-0.81,2183.36,6.06,0.28,552587.0,6504583.0,1441345149.0,1.75,1116.9,165.63,1022.19,1276.56,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,maintain,4.11,maintain,10.21,buy
2019-01-30,2019,1,30,75900.0,2500.0,3.41,5304841.0,398381201236.0,55255379503500.0,363161636.0,49.88,224,-12106378200.0,-2453142000.0,-100692302500.0,115251822700.0,7.06961,58.0,0.5517241379310345,102.75,3460.0,600250.0,1.32,2206.2,22.84,1.05,480390.0,6875693.0,1456059990.0,1.75,1118.1,165.6,1021.8,1278.49,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,buy,1.74,maintain,13.62,buy
2019-01-31,2019,1,31,73900.0,-2000.0,-2.64,4447535.0,333396826950.0,53799374773500.0,364545013.0,50.07,199,2985800100.0,292685200.0,5520154300.0,-8798639600.0,6.87092,59.0,0.7288135593220338,103.23,3437.2,477070.0,-0.66,2204.85,-1.35,-0.06,545248.0,7762307.0,1455505296.0,1.75,1117.2,165.89,1024.81,1283.05,91.9,95.1,105.1,98.884,98.0,98.3,61.9,4.5,59.2,maintain,2.92,maintain,4.82,maintain
2019-02-01,2019,2,1,75900.0,2000.0,2.71,3349965.0,253945506700.0,55255379503500.0,364406754.0,50.06,115,-42178926700.0,-598917300.0,-60376028900.0,103153872900.0,5.43155,36.0,0.8611111111111112,102.32,3467.9,481580.0,0.9,2203.46,-1.39,-0.06,479379.0,6874000.0,1454699811.0,1.75,1111.6,165.55,1021.36,1272.5,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,3.41,maintain,1.74,maintain
2019-02-07,2019,2,7,76700.0,800.0,1.05,4249110.0,328992180800.0,55837781395500.0,365659613.0,50.23,248,-4119034800.0,-1566809400.0,-66438084300.0,72123928500.0,5.36086,41.0,0.6829268292682927,92.33,3397.7,471360.0,-0.2,2203.42,-0.04,0.0,427843.0,6339361.0,1454323219.0,1.75,1116.8,165.86,1015.97,1269.52,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,1.05,maintain,6.82,buy
2019-02-08,2019,2,8,73500.0,-3200.0,-4.17,4012485.0,296341813700.0,53508173827500.0,366612789.0,50.36,234,-27883473200.0,-379011200.0,65987234800.0,-37724750400.0,4.92928,54.0,0.6666666666666666,92.63,3661.7,699230.0,7.77,2177.05,-26.37,-1.2,391029.0,5728530.0,1436388009.0,1.75,1123.4,165.75,1023.09,1274.05,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,sell,-0.54,maintain,0.14,maintain
2019-02-11,2019,2,11,74100.0,600.0,0.82,3374192.0,247056156200.0,53944975246500.0,365905110.0,50.26,206,-18285396600.0,879098800.0,6526616500.0,10879681300.0,4.57144,42.0,0.7142857142857143,90.68,3631.8,517280.0,-1.28,2180.73,3.68,0.17,406060.0,5327610.0,1438816002.0,1.75,1124.5,165.5,1023.9,1272.88,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-2.37,maintain,-2.37,maintain
2019-02-12,2019,2,12,75900.0,1800.0,2.43,3526701.0,266900281990.0,55255379503500.0,366232475.0,50.31,125,-4458234700.0,-1594308300.0,-45604229200.0,51656772200.0,5.07046,39.0,0.5897435897435898,92.29,3632.0,545820.0,0.01,2190.47,9.74,0.45,429940.0,5929463.0,1446167643.0,1.75,1124.5,165.8,1018.25,1267.99,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-1.04,maintain,2.71,maintain
2019-02-13,2019,2,13,76200.0,300.0,0.4,2378193.0,182321407022.0,55473780213000.0,366937979.0,50.4,193,10089543800.0,46358600.0,-16037412400.0,5901510000.0,5.74583,60.0,0.4833333333333333,93.9,3611.5,558020.0,-0.56,2201.48,11.01,0.5,421990.0,5585495.0,1453501271.0,1.75,1124.6,165.47,1018.15,1274.57,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,3.67,maintain,0.4,maintain
2019-02-14,2019,2,14,77400.0,1200.0,1.57,2313376.0,177069899400.0,56347383051000.0,367015232.0,50.41,128,44797451300.0,-405165800.0,-36114447300.0,-8277838200.0,6.29529,36.0,0.5555555555555556,95.92,3592.6,498140.0,-0.52,2225.85,24.37,1.11,573362.0,6426023.0,1469357631.0,1.75,1121.7,165.73,1010.77,1262.98,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,4.45,maintain,0.91,maintain
2019-02-15,2019,2,15,73800.0,-3600.0,-4.65,4154616.0,310263028540.0,53726574537000.0,366978932.0,50.41,268,-21466636200.0,964256700.0,75180876600.0,-54678497100.0,5.43308,44.0,0.6590909090909091,96.16,3604.7,516210.0,0.34,2196.09,-29.76,-1.34,400592.0,5097631.0,1449296807.0,1.75,1125.0,166.06,1018.05,1270.97,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,sell,-2.77,maintain,0.41,maintain
2019-02-18,2019,2,18,74700.0,900.0,1.22,1772434.0,132308894800.0,54381776665500.0,366409820.0,50.33,212,-2205310500.0,313280000.0,-9531752900.0,11423783400.0,4.91915,57.0,0.4912280701754385,94.77,3896.0,933150.0,6.33,2210.89,14.8,0.67,314371.0,4668187.0,1458936951.0,1.75,1127.7,166.18,1020.31,1273.29,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-1.97,maintain,0.81,maintain
2019-02-19,2019,2,19,73700.0,-1000.0,-1.34,1462071.0,108018207300.0,53653774300500.0,366513807.0,50.35,113,-4720916100.0,-1287119300.0,7577103600.0,-1569068200.0,4.47802,45.0,0.4222222222222222,95.5,3914.3,1440000.0,0.47,2205.63,-5.26,-0.24,389094.0,4534559.0,1455230607.0,1.75,1124.7,166.17,1016.95,1271.98,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-4.78,maintain,-2.9,maintain
2019-02-20,2019,2,20,75700.0,2000.0,2.71,3134257.0,235673827900.0,55109779030500.0,366492658.0,50.34,79,11163702900.0,-1010839100.0,-51346365400.0,41193501600.0,4.85725,63.0,0.4285714285714285,94.74,3972.4,698010.0,1.48,2229.76,24.13,1.09,374342.0,5948417.0,1471936800.0,1.75,1127.5,166.32,1019.72,1278.36,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,2.57,maintain,-0.66,maintain
2019-02-21,2019,2,21,76700.0,1000.0,1.32,2874589.0,219185131100.0,55837781395500.0,366949047.0,50.4,131,2619116800.0,-993692900.0,-54279659200.0,52654235300.0,5.9982,98.0,0.2448979591836734,96.16,3936.6,668160.0,-0.9,2228.66,-1.1,-0.05,382511.0,5480910.0,1471404503.0,1.75,1122.6,166.84,1012.95,1273.53,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,2.68,maintain,-0.9,maintain
2019-02-22,2019,2,22,76700.0,0.0,0.0,1882653.0,142868940800.0,55837781395500.0,367734316.0,50.51,149,2297696400.0,-167782100.0,4605420600.0,-6735334900.0,4.83891,91.0,0.2967032967032967,96.56,3965.2,649550.0,0.73,2230.5,1.84,0.08,409311.0,4645184.0,1472581253.0,1.75,1124.4,167.65,1015.95,1274.45,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,4.07,maintain,3.93,maintain
2019-02-25,2019,2,25,75400.0,-1300.0,-1.69,2865712.0,217057499100.0,54891378321000.0,367551225.0,50.49,155,4238830100.0,-58924200.0,38996055400.0,-43175961300.0,4.43541,34.0,0.6764705882352942,100.11,3833.7,765870.0,2.09,2232.56,2.06,0.09,339234.0,4689861.0,1473911027.0,1.75,1125.7,167.3,1016.2,1276.21,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-0.4,maintain,0.94,maintain
2019-02-26,2019,2,26,75200.0,-200.0,-0.27,2483512.0,186162296000.0,54745777848000.0,367082856.0,50.42,138,-28330569400.0,-406283300.0,9202879000.0,19533973700.0,3.94327,29.0,0.4827586206896552,100.94,3810.3,2090000.0,-0.61,2226.6,-5.96,-0.27,331962.0,5024238.0,1469933630.0,1.75,1120.8,167.69,1009.23,1273.28,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-1.96,maintain,2.04,maintain
2019-02-27,2019,2,27,73700.0,-1500.0,-1.99,2864044.0,212669839200.0,53653774300500.0,367372510.0,50.46,142,-3387922700.0,509242500.0,51845747400.0,-48967067200.0,3.93161,37.0,0.5675675675675675,102.22,3814.6,2820000.0,0.11,2234.79,8.19,0.37,301513.0,4914613.0,1475176574.0,1.75,1118.3,167.11,1011.62,1273.91,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,maintain,-3.91,maintain,-2.64,maintain
2019-02-28,2019,2,28,70000.0,-3700.0,-5.02,7869451.0,555872886528.0,50960165550000.0,366655986.0,50.36,459,-60514053300.0,830080400.0,175724767100.0,-116040794200.0,5.1337,53.0,0.7547169811320755,101.47,3816.6,2310000.0,0.05,2195.44,-39.35,-1.76,510022.0,8307296.0,1448767024.0,1.75,1117.8,167.14,1007.62,1271.5,97.1,95.0,101.7,99.311,100.0,100.3,62.3,4.7,59.4,sell,-7.16,sell,-8.74,sell
2019-03-04,2019,3,4,70100.0,100.0,0.14,4931703.0,347613698900.0,51032965786500.0,364997794.0,50.14,237,-17943349700.0,233915200.0,2321373600.0,15388060900.0,4.42452,52.0,0.5384615384615384,96.31,3715.9,2850000.0,-2.45,2190.66,-4.78,-0.22,373166.0,6405237.0,1445642000.0,1.75,1119.9,167.49,1000.49,1274.17,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-6.78,sell,-8.6,sell
2019-03-05,2019,3,5,69700.0,-400.0,-0.57,3465521.0,239905751100.0,50741764840500.0,365555044.0,50.21,211,-7695546900.0,-1029567400.0,2893609000.0,5831505300.0,4.45108,45.0,0.3777777777777777,97.09,3857.2,3820000.0,3.8,2179.23,-11.43,-0.52,313146.0,4980941.0,1437785626.0,1.75,1125.0,168.0,1006.85,1275.47,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-5.43,sell,-7.56,sell
2019-03-06,2019,3,6,68100.0,-1600.0,-2.3,4958303.0,337546057000.0,49576961056500.0,365834449.0,50.25,390,31031514600.0,1000917300.0,63185770800.0,-95218202700.0,4.15228,54.0,0.5740740740740741,96.48,3863.0,2520000.0,0.15,2175.6,-3.63,-0.17,328943.0,4828088.0,1435423977.0,1.75,1125.8,167.89,1006.21,1272.55,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-2.71,maintain,-9.44,sell
2019-03-07,2019,3,7,68100.0,0.0,0.0,3402570.0,231244259500.0,49576961056500.0,364752106.0,50.1,284,-20524427500.0,77117100.0,17447499000.0,2999811400.0,4.04796,42.0,0.4285714285714285,96.31,3875.1,2600000.0,0.32,2165.79,-9.81,-0.45,292578.0,4858919.0,1429496102.0,1.75,1127.8,167.93,1009.53,1275.49,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-2.85,maintain,-7.6,sell
2019-03-08,2019,3,8,66700.0,-1400.0,-2.06,3571792.0,238709879100.0,48557757745500.0,364756165.0,50.1,284,-348570600.0,246641600.0,38600500000.0,-38498571000.0,3.92092,45.0,0.7555555555555555,97.85,3865.9,2960000.0,-0.24,2137.44,-28.35,-1.31,313315.0,4497331.0,1410568350.0,1.75,1128.3,167.91,1011.16,1263.13,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-4.3,maintain,-4.71,maintain
2019-03-11,2019,3,11,66600.0,-100.0,-0.15,2869008.0,192102682500.0,48484957509000.0,364230131.0,50.03,237,-15077260100.0,460644800.0,7569410200.0,7047205100.0,4.00364,51.0,0.5294117647058824,100.39,3870.3,3190000.0,-1.15,2138.1,0.66,0.03,272103.0,4077476.0,1410561695.0,1.75,1134.0,168.35,1020.38,1274.22,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-2.2,maintain,-4.99,maintain
2019-03-12,2019,3,12,67700.0,1100.0,1.65,2753535.0,187094466500.0,49285760110500.0,364139463.0,50.02,223,402443300.0,-382155400.0,-2000591600.0,1980303700.0,3.98434,46.0,0.6086956521739131,98.07,3886.0,2900000.0,0.41,2157.18,19.08,0.89,355283.0,4222805.0,1424679601.0,1.75,1134.5,168.47,1019.45,1278.24,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-0.59,maintain,-2.87,maintain
2019-03-13,2019,3,13,66800.0,-900.0,-1.33,2851596.0,189893294200.0,48630557982000.0,364464843.0,50.06,230,-42889344400.0,-324830500.0,31740143000.0,11474031900.0,3.85405,37.0,0.6216216216216216,98.22,3865.1,2280000.0,-0.54,2148.41,-8.77,-0.41,285601.0,4088451.0,1419083070.0,1.75,1128.7,167.89,1014.33,1274.25,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,0.15,maintain,-1.91,maintain
2019-03-14,2019,3,14,67300.0,500.0,0.75,3107100.0,208061008300.0,48994559164500.0,364666583.0,50.09,226,-46860942100.0,-190988000.0,9966037300.0,37085892800.0,3.90429,37.0,0.5945945945945946,95.92,3879.0,2860000.0,0.36,2155.68,7.27,0.34,341010.0,5882524.0,1423787458.0,1.75,1131.5,168.58,1017.4,1282.95,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,1.05,maintain,-1.17,maintain
2019-03-15,2019,3,15,68100.0,800.0,1.19,3645592.0,248338899400.0,49576961056500.0,365293469.0,50.18,119,17911939400.0,232841700.0,-27334330300.0,9189549200.0,3.85577,50.0,0.38,94.28,3924.3,3110000.0,1.17,2176.11,20.43,0.95,387136.0,6821324.0,1437037921.0,1.75,1132.7,168.62,1013.96,1280.63,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,0.59,maintain,2.1,maintain
2019-03-18,2019,3,18,67800.0,-300.0,-0.44,2158588.0,147003130300.0,49358560347000.0,365429718.0,50.2,252,-15887911700.0,1017736200.0,17111096600.0,-2240921100.0,3.58314,55.0,0.5636363636363636,94.41,3990.2,2620000.0,0.22,2179.49,3.38,0.16,257951.0,4093226.0,1439426928.0,1.75,1136.1,169.05,1018.88,1286.41,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,1.5,maintain,1.8,maintain
2019-03-19,2019,3,19,68000.0,200.0,0.29,2285169.0,154076063100.0,49504160820000.0,365331725.0,50.18,295,-1556534100.0,-112917600.0,-7550909100.0,9220360800.0,3.58218,63.0,0.6349206349206349,95.87,4017.0,2990000.0,0.67,2177.62,-1.87,-0.09,319703.0,3867859.0,1438506503.0,1.75,1133.7,168.82,1017.82,1285.22,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,1.04,maintain,0.44,maintain
2019-03-20,2019,3,20,70500.0,2500.0,3.68,3642962.0,251480897910.0,51324166732500.0,365515754.0,50.21,257,43073426600.0,-939616100.0,-52754678700.0,10620868200.0,4.17081,63.0,0.4761904761904761,95.47,4041.2,3180000.0,0.6,2177.1,-0.52,-0.02,317607.0,4175741.0,1438253703.0,1.75,1130.9,168.3,1015.49,1284.08,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,buy,3.52,maintain,5.54,buy
2019-03-21,2019,3,21,75900.0,5400.0,7.66,10030131.0,747350585250.0,55255379503500.0,365703867.0,50.23,340,191150321200.0,-391683300.0,-309238070800.0,118479432900.0,7.71078,60.0,0.6666666666666666,97.34,3982.2,3880000.0,-1.46,2184.88,7.78,0.36,342747.0,6229925.0,1445055041.0,1.75,1130.4,168.24,1021.37,1291.54,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,buy,11.95,buy,12.78,buy
2019-03-22,2019,3,22,76100.0,200.0,0.26,5286455.0,407513835100.0,55400979976500.0,367358491.0,50.46,209,24105556400.0,-1464503300.0,-80668156000.0,58027102900.0,5.59432,65.0,0.4923076923076923,99.82,3990.4,2830000.0,0.21,2186.95,2.07,0.09,333618.0,6881723.0,1446842700.0,1.75,1125.8,168.48,1016.39,1280.6,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,11.91,buy,11.75,buy
2019-03-25,2019,3,25,72900.0,-3200.0,-4.2,3752230.0,274998541700.0,53071372408500.0,368261478.0,50.59,156,10734607600.0,-1180392900.0,24662930700.0,-34217145400.0,4.46942,50.0,0.5,101.17,3937.0,2860000.0,-1.44,2144.86,-42.09,-1.92,307071.0,4136472.0,1418438627.0,1.75,1129.8,168.5,1026.58,1276.17,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,sell,3.4,maintain,7.52,buy
2019-03-26,2019,3,26,72700.0,-200.0,-0.27,2987678.0,216321930100.0,52925771935500.0,367952995.0,50.54,126,-9058400.0,-464839500.0,5389214900.0,-4915317000.0,4.19985,46.0,0.5434782608695652,100.38,3942.8,2530000.0,0.15,2148.8,3.94,0.18,301254.0,4248900.0,1421123429.0,1.75,1134.9,168.89,1031.31,1284.08,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-4.22,maintain,6.91,buy
2019-03-27,2019,3,27,73400.0,700.0,0.96,2744175.0,200493158500.0,53435373591000.0,367914507.0,50.54,147,18052543400.0,-849911000.0,-26821286000.0,9618653600.0,5.17153,98.0,0.5306122448979592,99.48,4041.7,2780000.0,2.51,2145.62,-3.18,-0.15,363169.0,4490156.0,1419130932.0,1.75,1132.1,168.59,1024.29,1276.33,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-3.55,maintain,4.11,maintain
2019-03-28,2019,3,28,72300.0,-1100.0,-1.5,2774932.0,201485730800.0,52634570989500.0,368135430.0,50.57,195,-9472193500.0,85608800.0,-532508500.0,9919093200.0,4.18781,86.0,0.4534883720930232,98.7,4025.6,2110000.0,-0.4,2128.1,-17.52,-0.82,288036.0,4403906.0,1409454256.0,1.75,1134.7,168.78,1026.92,1276.48,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,-0.82,maintain,-4.74,maintain
2019-03-29,2019,3,29,74200.0,1900.0,2.63,3214170.0,237521880600.0,54017775483000.0,368675365.0,50.64,193,21333197100.0,-228714500.0,-29735467800.0,8630985200.0,4.06382,42.0,0.5476190476190477,96.3,4102.2,3300000.0,1.9,2140.67,12.57,0.59,364619.0,5248941.0,1417246091.0,1.75,1137.8,168.74,1028.24,1277.46,96.3,94.9,104.0,99.121,100.0,100.5,63.1,4.3,60.4,maintain,2.06,maintain,-2.5,maintain
2019-04-01,2019,4,1,76600.0,2400.0,3.23,3579070.0,273797653100.0,55764981159000.0,368810791.0,50.66,147,20200244100.0,-733692100.0,-75322660000.0,55856108000.0,5.01525,76.0,0.6710526315789473,94.96,4145.1,3220000.0,1.04,2168.28,27.61,1.29,263313.0,4365111.0,1435481137.0,1.75,1136.1,168.69,1024.11,1274.99,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,buy,4.36,maintain,5.08,buy
2019-04-02,2019,4,2,76400.0,-200.0,-0.26,2719440.0,209408682000.0,55619380686000.0,369317688.0,50.73,154,11272717800.0,-349917200.0,-35869750700.0,24946950100.0,4.97685,65.0,0.5846153846153846,93.94,4859.3,14770000.0,17.23,2177.18,8.9,0.41,257453.0,4247457.0,1441635795.0,1.75,1132.7,168.74,1016.7,1269.3,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,5.67,buy,5.09,buy
2019-04-03,2019,4,3,79900.0,3500.0,4.58,4674142.0,366128554200.0,58167388963500.0,369567553.0,50.76,315,66058578200.0,-2524054400.0,-165638090900.0,102103567100.0,5.40499,82.0,0.5975609756097561,95.29,4968.7,13830000.0,2.25,2203.27,26.09,1.2,358645.0,5466969.0,1458945251.0,1.75,1135.8,168.97,1020.26,1272.61,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,buy,7.68,buy,8.86,buy
2019-04-04,2019,4,4,78400.0,-1500.0,-1.88,5436236.0,433083065400.0,57075385416000.0,371040714.0,50.97,289,-5944269400.0,1027388400.0,-28375665300.0,33292546300.0,5.37576,47.0,0.6170212765957447,96.33,4902.4,1050000.0,-1.33,2206.53,3.26,0.15,431013.0,4857554.0,1461266734.0,1.75,1134.9,168.96,1018.26,1276.2,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,2.35,maintain,8.44,buy
2019-04-05,2019,4,5,79000.0,600.0,0.77,2191720.0,172626248800.0,57512186835000.0,371397165.0,51.02,186,-6462676300.0,-512989800.0,-12176357300.0,19152023400.0,4.41402,54.0,0.4629629629629629,98.0,5010.2,851720.0,2.2,2209.61,3.08,0.14,517153.0,4215787.0,1463238721.0,1.75,1135.5,169.0,1017.06,1274.31,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,3.4,maintain,6.47,buy
2019-04-08,2019,4,8,77900.0,-1100.0,-1.39,2663493.0,208215353200.0,56711384233500.0,371742383.0,51.06,125,-24796254200.0,993984300.0,1940441300.0,21861828600.0,3.72222,35.0,0.4571428571428571,96.13,5245.2,928230.0,1.38,2210.6,0.99,0.04,347910.0,4660047.0,1464185952.0,1.75,1136.4,169.27,1017.5,1274.87,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,-2.5,maintain,1.7,maintain
2019-04-09,2019,4,9,77800.0,-100.0,-0.13,2322860.0,181154774600.0,56638583997000.0,372106735.0,51.11,90,15140337900.0,128761500.0,5206579800.0,-20475679200.0,3.59212,27.0,0.5925925925925926,96.87,5158.4,784620.0,-1.65,2213.56,2.96,0.13,414809.0,4904130.0,1466472415.0,1.75,1141.4,169.76,1024.09,1284.93,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,-0.77,maintain,1.83,maintain
2019-04-10,2019,4,10,78600.0,800.0,1.03,2689591.0,208606406050.0,57220985889000.0,371707322.0,51.06,138,14109688500.0,-332346600.0,-14806720800.0,1029378900.0,3.57378,29.0,0.6896551724137931,96.16,5307.8,837510.0,2.89,2224.39,10.83,0.49,399695.0,5135094.0,1473098587.0,1.75,1142.8,170.06,1028.21,1287.42,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,-0.51,maintain,-1.63,maintain
2019-04-11,2019,4,11,78400.0,-200.0,-0.25,2614388.0,205682995800.0,57075385416000.0,371740546.0,51.06,155,6246318200.0,42130500.0,-3589239700.0,-2699209000.0,3.49296,26.0,0.7307692307692307,95.94,5022.6,943490.0,-5.37,2224.44,0.05,0.0,402016.0,6022087.0,1473103446.0,1.75,1141.2,169.89,1028.71,1286.87,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,0.64,maintain,0.0,maintain
2019-04-12,2019,4,12,78100.0,-300.0,-0.38,2317264.0,180753009950.0,56856984706500.0,371699638.0,51.06,152,-9162195100.0,325008500.0,-1939120900.0,10776307500.0,3.64332,33.0,0.6363636363636364,95.93,5054.2,779140.0,0.63,2233.45,9.01,0.41,449634.0,6098418.0,1479300935.0,1.75,1139.2,169.61,1020.56,1282.74,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,0.39,maintain,-1.14,maintain
2019-04-15,2019,4,15,79700.0,1600.0,2.05,2019931.0,160595521600.0,58021788490500.0,371798487.0,51.07,60,11671869500.0,-2604024200.0,-27908129800.0,18840284500.0,39.65588,47.0,0.6170212765957447,101.91,5032.3,688200.0,-2.0,2242.88,9.43,0.42,404160.0,6668129.0,1485758717.0,1.75,1140.5,169.48,1018.17,1289.16,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,1.4,maintain,2.31,maintain
2019-04-16,2019,4,16,80400.0,700.0,0.88,2206997.0,176847664600.0,58531390146000.0,372083455.0,51.11,85,29708304300.0,-16346900.0,-29538596000.0,-153361400.0,6.9055,34.0,0.5294117647058824,103.36,5180.9,631050.0,2.95,2248.63,5.75,0.26,569056.0,7083491.0,1489660939.0,1.75,1133.9,168.96,1012.55,1281.7,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,2.55,maintain,3.34,maintain
2019-04-17,2019,4,17,80200.0,-200.0,-0.25,2886956.0,233930030600.0,58385789673000.0,372040923.0,51.1,199,16121156300.0,-946405200.0,-21795473600.0,6620722500.0,5.39563,37.0,0.6756756756756757,106.3,5208.3,806520.0,0.53,2245.89,-2.74,-0.12,452475.0,5586184.0,1488430885.0,1.75,1135.7,169.26,1013.97,1281.3,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,2.69,maintain,2.04,maintain
2019-04-18,2019,4,18,79200.0,-1000.0,-1.25,3295697.0,262299718100.0,57657787308000.0,372234232.0,51.13,145,-28715440600.0,-2283504100.0,1991448300.0,29007496400.0,3.8615,42.0,0.5952380952380952,107.47,5264.7,727970.0,1.08,2213.77,-32.12,-1.43,573343.0,6501104.0,1467185238.0,1.75,1136.1,169.49,1013.97,1283.62,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,maintain,-0.63,maintain,1.02,maintain
2019-04-19,2019,4,19,81800.0,2600.0,3.28,3040186.0,248303994300.0,59550593457000.0,372612740.0,51.18,128,-17260029900.0,-497175700.0,-82900017300.0,100657222900.0,4.27703,37.0,0.7027027027027027,106.8,5241.0,787090.0,-0.45,2216.15,2.38,0.11,525264.0,4965672.0,1468420930.0,1.75,1136.2,169.84,1014.74,1276.8,97.3,94.9,106.5,99.481,102.0,102.4,63.6,4.4,60.8,buy,1.74,maintain,4.74,maintain
